player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,bt_fetch_year
Clarissa Craig,New Mexico,MWC,10,12.1,118.9,19.9,57.7,65,12.1,18.1,8,20.5,20,25,0.8,21,38,0.553,1,1,1,4.4,1.8,64.1,Sr,6-3,40,2.14788,116.059,6.4,2026,71718,"Cincinnati, OH",,0.54545456,20,34,1,4,0.5882,0.25,0,0,,,86.1635,87.8374,1.63629,34.1248,4.79424,2.83874,1.9555,3.11185,15.53,1.6636,1.44825,1.8,2.5,4.3,0.6,0.5,0.6,6.5,PF/C,0.372559,,2026
Hadleigh Dill,Campbell,CAA,27,50,81.6,12.2,34.6,38.41,1.8,8,9.7,21.7,16,22,0.727,8,37,0.216,21,77,0.273,0.5,1,19.3,Jr,6-0,12,-0.559139,68.9485,1.9,2026,71719,"Candler, NC",,1.19228195,4,19,4,18,0.2105,0.2222,0,0,,,94.219,100.415,1.37119,87.1268,-5.03965,-2.9249,-2.11476,-5.07525,22.3966,-3.88829,-1.18697,0.3103,1.6207,1.931,1.069,0.3793,0.1379,3.931,Combo G,7.87269,,2026
Laynee Torres-Kahapea,Portland St.,BSky,30,74.7,87,16.5,37.9,47.38,1.5,11.1,18.9,26.6,74,91,0.813,36,100,0.36,24,90,0.267,0.6,1.3,47.9,Jr,5-6,11,0.622063,82.1982,2.4,2026,71722,"Kaneohe, HI",,1.18053048,21,49,15,51,0.4286,0.2941,0,0,,,107.161,109.812,0.870256,150.246,-4.78223,-1.07351,-3.70872,-4.72776,30.0774,-1.66428,-3.06348,0.4839,3.129,3.6129,2.7419,0.7097,0.1935,7.1613,Combo G,5.569,,2026
Mary-Elizabeth Donnelly,Holy Cross,Pat,33,69,103.3,15.4,53.2,55.85,4.7,21.5,12.5,18.2,26,30,0.867,43,80,0.537,48,136,0.353,3.2,1.4,13.9,Sr,5-11,33,1.67791,93.7214,2.1,2026,71727,"Manasquan, NJ",,1.25587108,38,62,5,18,0.6129,0.2778,0,0,,,83.4492,85.5222,3.12976,200.858,3.99448,0.899734,3.09475,3.50673,27.8091,1.65529,1.85144,1.0909,5.4242,6.5152,1.6364,0.6364,0.8182,7.7576,Wing G,8.89549,,2026
Nailea Nicholas,Louisiana Monroe,SB,10,4,118.7,10.2,60,60,3.9,15.4,10.7,20.8,0,0,0,3,5,0.6,2,5,0.4,0,3.2,0,--,6-0,3,0.478262,102.912,7,2026,71728,"St Thomas, VI",,1.50000004,1,1,2,4,1,0.5,0,0,,,92.0653,89.9882,0.505164,11.6081,2.10429,1.56048,0.54381,2.32519,5.16,-0.403413,2.7286,0.2,0.7,0.9,0.3,0.3,0,1.2,Wing G,5.36349,,2026
Regina Walton,James Madison,SB,25,18.4,90,5.5,44.1,44.12,0.4,3.6,11.4,35.4,0,0,0,3,7,0.429,3,10,0.3,0.4,1.7,0,Sr,5-4,14,-0.230666,69.8122,2,2026,71730,"Capitol Heights, MD",,2.22222217,0,1,3,6,0,0.5,0,0,,,92.8781,89.6281,1.03176,40.5252,0.556197,-0.366851,0.923047,-0.271332,10.404,-2.21127,1.93994,0.04,0.36,0.4,0.8,0.32,0.04,0.6,Pure PG,2.15631,,2026
Raven Preston,Wake Forest,ACC,9,13.4,106.7,24.5,45.5,51.82,8.7,22.2,23.6,12.2,23,35,0.657,24,48,0.5,1,8,0.125,1.7,6.3,62.5,Jr,5-11,1,1.92574,105.106,2.5,2026,71731,"Greensboro, NC",,2.11109996,22,38,2,10,0.5789,0.2,0,0,,,79.7604,89.1757,1.93381,54.2812,10.5719,5.31833,5.25352,9.21765,19.4667,3.73579,5.48187,1.3333,4.2222,5.5556,2.1111,2.1111,0.3333,8.2222,Combo G,2.65664,,2026
Shaniah Nunn,Grambling St.,SWAC,29,69.2,92,23.9,43.9,47.81,9.3,19.7,6.8,19.4,71,108,0.657,143,310,0.461,1,19,0.053,2.2,3.5,32.8,Sr,6-0,0,1.59552,92.8146,3.8,2026,71732,"Birmingham, AL",,0.36618892,75,129,64,172,0.5814,0.3721,4,6,0.6667,,82.639,91.2289,2.58956,212.826,-1.64649,-2.25528,0.608788,-0.285843,26.8969,-0.0725897,-0.213253,2.9688,4.9062,7.875,0.8125,1.7812,0.5938,12.3438,Wing G,1.27823,,2026
Janie Bachmann,Holy Cross,Pat,33,41.4,96,21.1,47.9,53.8,8.7,14.1,9.3,21.2,55,81,0.679,64,133,0.481,2,7,0.286,4.4,2.8,57.9,Jr,5-11,21,1.09828,95.3322,5.3,2026,71736,"Holmdel, NJ",,0.56101095,58,110,6,23,0.5273,0.2609,0,0,,,82.481,84.5299,1.93305,124.455,1.73685,-1.53801,3.27486,0.503187,16.6697,-1.78411,2.28729,1.2121,2.1212,3.3333,0.697,0.7879,0.6667,5.7273,Wing G,0.763094,,2026
Konstantina Mantziori,Lindenwood,OVC,12,6.1,106.8,11.8,66.7,69.7,1.7,6.5,13.3,33.5,3,4,0.75,3,4,0.75,2,5,0.4,0,3.9,44.4,Jr,5-5,7,0.276713,88.8259,5.3,2026,71739,"Athens, Greece",,1.19990399,3,4,0,0,0.75,,0,0,,,94.2122,99.8509,0.402224,14.5123,0.278267,1.10589,-0.827626,-1.69557,6.3167,-2.43656,0.740988,0.0833,0.3333,0.4167,0.5,0.4167,0,1.25,Scoring PG,3.97662,,2026
Malia Tharpe,San Diego,WCC,23,24.4,65.9,15.3,28.2,30.46,6,8.4,6.5,22,7,13,0.538,19,61,0.311,2,17,0.118,0.7,2.4,16.7,Jr,6-0,11,-0.736653,60.5718,3.3,2026,71742,"Cottesloe, Australia",,0.5,16,41,3,20,0.3902,0.15,0,0,,,97.406,96.5511,1.02042,54.2668,-5.71154,-4.70817,-1.00337,-5.47729,13.4417,-4.76401,-0.71328,0.8333,1.125,1.9583,0.375,0.5417,0.0833,2.2083,Wing G,3.1774,,2026
Nicole Willardson,Weber St.,BSky,28,40.2,93,15.1,38.2,49.1,6.9,17.6,11.3,22,41,50,0.82,22,71,0.31,8,18,0.444,3.9,1.4,56.2,Jr,6-4,25,0.531273,85.1011,3.2,2026,71750,"Richfield, UT",,0.90319997,19,53,3,18,0.3585,0.1667,0,1,0,,95.1932,95.8934,1.33171,103.022,-1.08213,-2.19109,1.10896,-0.410424,17.0419,-1.00071,0.590288,1.0645,2.9677,4.0323,0.9032,0.3871,0.7097,4.2258,Wing G,2.06084,,2026
Delaney Thomas,Duke,ACC,36,67,120.9,17.1,60.2,64.23,9.9,14.7,6,16.9,84,112,0.75,156,258,0.605,0,1,0,1.6,3.6,43.2,Jr,6-3,12,4.83479,128.382,4,2026,71751,"Charles Town, WV",94.4,0.61998703,119,175,37,83,0.68,0.4458,0,0,,,81.7118,70.9994,4.39113,225.204,12.7126,7.2133,5.49933,11.201,26.7944,5.82563,5.37537,2.5,3.75,6.25,0.8611,1.75,0.4722,11,Wing G,0.0576582,,2026
Calyn Dallas,Utah Tech,WAC,28,37.6,94.2,12.2,46.2,50.04,1.3,15.4,4,12.8,15,18,0.833,7,12,0.583,24,81,0.296,2.4,2.1,19.4,Jr,6-1,3,0.284564,81.6615,1.7,2026,71752,"Lubbock, TX",,0.66674723,6,9,1,3,0.6667,0.3333,0,0,,,90.2902,92.995,1.31416,95.5347,-0.59673,-1.2969,0.700173,1.13448,15.0103,0.117617,1.01686,0.1724,2.3448,2.5172,0.2759,0.5517,0.3793,3.4828,Wing G,10.5127,,2026
DaiJa Turner,Northwestern,B10,28,24.3,96.8,9.2,58.3,53.53,11.2,9.4,2.5,24.3,9,24,0.375,14,24,0.583,0,0,0,6.4,2,100,Sr,6-3,24,0.362881,86.5703,6.2,2026,71756,"Fayetteville, NC",,0.3637058,14,23,0,1,0.6087,0,0,0,,,106.294,93.4736,0.865411,54.1583,4.18713,1.12594,3.0612,0.411624,10.0857,-1.19123,1.60285,0.9643,0.8571,1.8214,0.1429,0.3571,0.6786,1.3214,PF/C,0,,2026
Emily Pape,Cornell,Ivy,26,72.9,90.5,22.7,44.4,46.33,2.7,19.3,16.2,14.1,24,33,0.727,43,106,0.406,54,173,0.312,0.8,2.8,11.8,Sr,6-1,32,1.78132,93.8003,2.1,2026,71760,"Park Ridge, IL",,1.1578798,17,42,26,64,0.4048,0.4063,0,0,,,96.0479,96.5325,2.1933,153.62,1.97207,1.99696,-0.02489,1.9449,28.5741,2.12264,-0.177738,0.5926,4.2963,4.8889,1.6296,1.2222,0.1852,10.1481,Wing G,14.5591,,2026
Shelomi Sanders,Alabama A&M,SWAC,12,4.4,70.3,11.9,25,25,2.1,4.1,19.5,18.1,0,0,0,0,2,0,2,10,0.2,0,0,0,Sr,5-6,22,-0.268077,58.6926,4.5,2026,71762,"Rockwall, TX",,1.40024001,0,0,0,2,,0,0,0,,,93.8034,93.8413,0.372978,6.9195,-9.16263,-4.46421,-4.69842,-8.63351,6.0467,-5.36975,-3.26376,0.1333,0.3333,0.4667,0.4667,0.0667,0,1.2,Pure PG,10.8781,,2026
Ava McGee,Boston College,ACC,22,25.1,80.8,20.9,37.9,41.43,8.4,14.6,6.6,20,15,21,0.714,39,97,0.402,0,6,0,1.4,3.3,20.4,Sr,5-10,3,0.49822,86.3799,4.1,2026,71763,"Washington, DC",,0.39129601,25,53,14,44,0.4717,0.3182,0,0,,,104.597,99.7089,0.905182,65.6391,-2.37132,-1.98755,-0.38377,-2.82636,14.1864,-1.87508,-0.951287,1.1818,1.6364,2.8182,0.4091,0.8182,0.1818,4.2273,Wing G,1.08746,,2026
Kayla Lezama,Hampton,CAA,27,71.6,92.5,25.2,41.7,46.47,4.8,7.4,13,15.3,63,77,0.818,85,227,0.374,36,106,0.34,1.3,2.6,23.1,Jr,6-0,14,2.1393,96.9624,2.8,2026,71766,"Boston, MA",,0.7368421,34,66,51,161,0.5152,0.3168,0,0,,,99.4215,105.757,1.28158,133.678,-3.66555,-0.222055,-3.4435,-1.95754,28.8733,0.774315,-2.73185,1.4333,1.8667,3.3,1.4,1.2333,0.4,12.4333,Combo G,7.85661,,2026
Marah Dykstra,Michigan St.,B10,30,26.9,124.9,12.6,55.7,57.55,7.2,9.8,8.9,11.4,9,12,0.75,17,33,0.515,18,46,0.391,2.2,2.1,15.2,Sr,6-2,32,1.6242,116.821,1.7,2026,71767,"Vancouver, Canada",,2.22233326,16,30,1,3,0.5333,0.3333,0,0,,,94.8415,84.2871,1.3561,62.0209,7.23331,5.98448,1.24883,6.39652,11.5233,5.15666,1.23986,0.7333,0.9333,1.6667,0.6667,0.4333,0.2333,3.2333,Wing G,7.2974,,2026
Karly Weathers,Alabama,SEC,35,85.2,107.2,15.7,53.1,54.39,3.6,15.8,19.6,21.2,22,31,0.71,53,102,0.52,62,173,0.358,1.2,3.1,11.3,Sr,5-11,22,3.97249,109.802,1.2,2026,71769,"Loretto, TN",,1.83818006,40,62,13,40,0.6452,0.325,0,0,,,87.3493,77.4043,4.82336,261.556,10.9847,6.31026,4.67446,9.97406,34.0714,5.51751,4.45655,1.0286,5.0857,6.1143,3.5714,1.8286,0.4286,8.9714,Combo G,8.44415,,2026
Journee McDaniel,UNC Asheville,BSth,26,70.7,91.8,17.7,46,48.49,8.6,17.5,15.9,26.4,29,43,0.674,56,114,0.491,27,96,0.281,2.5,2.3,20.5,Jr,5-9,1,0.651841,82.5974,3.1,2026,71770,"New Bern, NC",,0.82608326,33,55,23,59,0.6,0.3898,0,0,,,85.9841,96.2716,2.23499,176.648,0.0789598,-0.751088,0.830048,-0.0425438,28,-0.350297,0.307753,2.3103,4.5862,6.8966,1.9655,1.2414,0.7931,7.9655,Wing G,7.00824,,2026
Taina Mair,Duke,ACC,36,85,106.3,20.2,46.8,51.12,4.9,13.5,29,21.8,67,77,0.87,111,249,0.446,43,126,0.341,0.3,4.1,20.5,Sr,5-9,22,4.97253,118.526,2.2,2026,71771,"Boston, MA",,2.07218674,58,110,53,139,0.5273,0.3813,0,0,,,82.1841,71.4098,5.51949,280.754,12.8353,7.30272,5.53261,11.5631,33.975,5.57208,5.99106,1.5833,4.3611,5.9444,5.5833,2.4722,0.1111,11.6111,Scoring PG,5.72648,,2026
Catelyn Deaver,Idaho,BSky,15,3,138.8,7.4,50,50,7.4,19.4,12.3,0,0,0,0,3,5,0.6,0,1,0,7.6,0,0,Sr,6-0,13,0.300286,109.064,3,2026,71778,"Sumner, WA",,4.00170071,3,5,0,0,0.6,,0,0,,,87.4266,90.752,0.250908,8.98933,4.58124,0.725563,3.85568,4.69084,4.2118,1.71358,2.97727,0.8235,0.7059,1.5294,0.2353,0.1176,0.2353,1,PF/C,1.33865,,2026
Catherine Gilwee,Vermont,AE,8,19.3,73.7,17.5,38.9,42.59,3,3.3,8.2,30.5,7,8,0.875,18,35,0.514,2,19,0.105,0.4,1,14.8,Sr,5-8,14,-0.62705,70.5632,1.7,2026,71786,"Shelburne, VT",,0.90476193,9,15,9,20,0.6,0.45,0,0,,,93.1681,90.8426,3.04268,33.1419,-4.91665,-4.1967,-0.719953,-4.79571,29.74,-3.53433,-1.26138,0.9,0.8,1.7,1.9,0.7,0.1,5.7,Wing G,4.83724,,2026
Tatum Thompson,Boise St.,MWC,33,75.4,108.7,23.7,49.5,54.37,6.4,18.5,18.7,14.1,102,137,0.745,167,337,0.496,11,34,0.324,1.2,2,36.9,Sr,6-1,0,4.02015,114.599,1.8,2026,71788,"Woodinville, WA",,1.4032355,70,110,97,227,0.6364,0.4273,0,0,,,88.8714,90.502,2.90011,222.778,4.71018,3.59581,1.11436,5.1509,30.2206,4.48593,0.664979,1.6765,5.2647,6.9412,2.5588,1.1176,0.3529,14.1765,Wing G,1.93011,,2026
Paige Bradley,Coastal Carolina,SB,22,52.1,87.7,16.1,38.3,42.25,7,11.7,12.2,22,30,47,0.638,35,90,0.389,17,68,0.25,0,3.2,29.7,Sr,5-10,7,0.528102,81.5463,3,2026,71790,"Dallas, TX",85.8,1.04649216,23,50,12,40,0.46,0.3,0,0,,,91.0591,91.7139,2.61716,138.952,0.903191,0.24269,0.660501,0.866855,27.7542,-0.773681,1.64054,1.9583,3.375,5.3333,1.875,1.6667,0,6.9167,Wing G,5.74864,,2026
Gabby Grantham-Medley,Duquesne,A10,25,48.3,82.3,21.1,35.2,39.83,3.3,13.4,21.3,22.2,35,52,0.673,45,142,0.317,13,41,0.317,0.2,2.2,28.4,Jr,5-9,10,0.597064,83.8952,3.5,2026,71792,"Hagerstown, MD",,1.07997193,23,57,22,85,0.4035,0.2588,0,0,,,92.1524,93.335,1.92975,114.978,-2.98407,-2.18105,-0.803019,-2.48337,22.6519,-2.25194,-0.23143,0.9259,2.963,3.8889,2,0.8889,0.037,7.2593,Combo G,4.08421,,2026
Cora Olsen,Nebraska Omaha,Sum,5,11.3,98.6,31,50,56.4,6.9,12,25.3,21.4,27,41,0.659,17,39,0.436,6,13,0.462,0,0.8,78.8,Jr,5-8,22,3.61504,113.329,3.4,2026,71797,"Omaha, NE",,0.66666667,15,35,2,4,0.4286,0.5,0,0,,,113.531,113.946,0.415217,21.3193,-1.0024,3.62795,-4.63035,0.409857,27.5333,4.00666,-3.5968,2,2.8333,4.8333,2,0.3333,0,17.3333,Combo G,5.39517,,2026
Ava Schmidt,Santa Clara,WCC,32,67.1,106,19.9,50.6,51.58,3.6,14.7,7.1,9.7,31,52,0.596,74,159,0.465,72,201,0.358,7,2.5,14.4,Jr,5-10,13,2.91669,107.531,3.2,2026,71800,"Sammamish, WA",,1.03225459,52,91,22,68,0.5714,0.3235,0,0,,,89.6169,88.6448,2.75168,207.448,5.79054,3.18735,2.6032,6.71966,26.7364,4.93143,1.78823,1.1212,3.8485,4.9697,0.9697,1.2727,2.2121,12.3939,Wing G,12.481,,2026
Taliah Hill,Lamar,Slnd,26,44.4,112.2,11.5,57.6,62.08,9.8,11.4,7.1,23.7,36,55,0.655,38,66,0.576,0,0,0,1.5,1.5,83.3,Sr,6-0,13,1.15819,92.5158,4.8,2026,71802,"Arlington, TX",,0.76006238,34,56,4,10,0.6071,0.4,0,0,,,90.9878,97.0611,1.5008,94.3275,1.35965,0.785371,0.574283,-0.377904,20.7538,-0.801147,0.423244,1.8077,1.9615,3.7692,0.7308,0.5385,0.2692,4.3077,Wing G,0,,2026
Angelina Robles,South Dakota,Sum,33,86.2,105.6,25.2,47.2,54.07,1.9,11.1,20.4,16.4,135,160,0.844,130,298,0.436,48,130,0.369,0.9,2.4,37.4,Sr,5-5,5,4.03361,109.904,2.7,2026,71810,"San Diego, CA",,1.32529494,91,203,39,95,0.4483,0.4105,1,1,1,,88.7853,89.8854,3.38893,221.671,3.53597,3.38112,0.154853,4.51638,33.1833,3.47115,1.04523,0.5556,3.4167,3.9722,3.0556,1.4444,0.2778,15.7778,Combo G,6.69848,,2026
Emma Smith,Appalachian St.,SB,28,88.1,106.1,18.2,54.8,57.95,5.3,15,22.2,22.6,49,66,0.742,75,140,0.536,38,101,0.376,0.1,3.6,27.4,Sr,5-7,0,3.41518,104.134,2.1,2026,71814,"Vestavia Hills, AL",,1.60290291,51,87,24,53,0.5862,0.4528,0,0,,,91.6503,90.6919,3.36353,211.693,5.99624,3.93459,2.06165,5.14498,34.3,3.10319,2.04179,1.5667,4.5,6.0667,3.6333,2.0667,0.0667,10.7,Combo G,6.11177,,2026
Shannon Blacher,Southern Indiana,OVC,29,74.6,88.8,15,39.2,44.13,4.4,10.8,11.6,23.5,43,64,0.672,40,99,0.404,22,87,0.253,0.6,4.2,34.4,Jr,5-10,12,0.3367,79.4518,3.4,2026,71818,"Burr Ridge, IL",,1.0526611,38,87,2,12,0.4368,0.1667,0,0,,,86.5215,87.6768,3.16204,194.301,2.85225,0.316431,2.53582,0.890633,29.375,-1.89866,2.78929,1.2812,2.9688,4.25,1.875,2.4375,0.125,6.5312,Combo G,5.78321,,2026
Grace Slaughter,Missouri,SEC,34,89.6,106.1,25.5,51.3,56.28,6.4,12.8,11.6,15.1,134,173,0.775,162,334,0.485,59,154,0.383,0.6,0.8,35.5,Jr,6-2,0,5.88772,123.553,1.2,2026,71822,"Grain Valley, MO",89.6,0.72092194,126,233,36,101,0.5408,0.3564,0,0,,,106.565,95.2857,2.84935,213.433,3.42489,5.24432,-1.81943,4.08463,35.9647,5.90325,-1.81862,1.9412,4.8824,6.8235,1.8235,0.5294,0.2353,18.6765,Wing G,6.87753,,2026
Imbie Jones,Nevada,MWC,29,35.9,82.2,13.1,41.6,42.11,4.9,12.5,4,18.8,8,19,0.421,34,82,0.415,2,7,0.286,1.3,0.4,21.3,Jr,6-2,3,-0.0992698,74.2716,1.9,2026,71823,"Seattle, WA",,0.44449998,19,36,15,46,0.5278,0.3261,0,0,,,96.751,97.5805,1.06345,68.8092,-4.92469,-3.41242,-1.51227,-3.52669,15.1667,-2.173,-1.35369,0.6667,1.6333,2.3,0.2667,0.1333,0.1667,2.9333,Wing G,0.961804,,2026
Tiara Abron,Northwestern St.,Slnd,30,75.2,84.9,21.6,40.4,44.31,5.2,8.6,14.1,25.1,48,65,0.738,87,216,0.403,21,77,0.273,0.3,1.8,22.2,Sr,5-8,20,0.806616,83.9298,3.1,2026,71825,"Senatobia, MS",,0.67416944,34,73,53,143,0.4658,0.3706,0,0,,,94.5139,96.7898,2.23475,156.036,-2.91795,-2.28653,-0.631424,-3.26108,29.3906,-2.66353,-0.597548,1.4375,2.3438,3.7812,1.875,0.9062,0.0938,9.25,Wing G,5.02472,,2026
Jaylen Ponder,Old Dominion,SB,24,15.6,81.1,23.8,36.6,38.19,9.6,18.1,13.2,19.8,8,16,0.5,27,61,0.443,2,21,0.095,1.7,1.4,19.5,Sr,5-11,0,0.279893,86.0444,5.7,2026,71826,"Pompano Beach, FL",,0.77777775,18,30,9,31,0.6,0.2903,0,0,,,91.9477,90.4514,0.789266,42.9926,-2.84205,-1.77284,-1.06921,-3.21759,8.408,-2.20051,-1.01708,0.8,1.6,2.4,0.56,0.28,0.2,3,Wing G,5.82466,,2026
Janette Aarnio,South Florida,Amer,4,3.8,95.8,17.6,30,44.53,4.5,4.1,10.2,13,8,13,0.615,3,9,0.333,0,1,0,0,3.4,130,Sr,5-11,9,0.916019,97.6635,3.3,2026,71828,"Vantaa, Finland",,1.5,3,7,0,2,0.4286,0,0,0,,,94.6299,84.652,1.43193,9.24825,1.12054,1.0898,0.0307373,1.61603,12.3,-0.461889,2.07791,0.5,0.5,1,0.75,0.75,0,3.5,Combo G,1.14994,,2026
Milahnie Perry,Air Force,MWC,32,76.4,96.1,31.1,41.3,46.88,1.9,13.8,24.8,12.3,133,181,0.735,180,438,0.411,24,85,0.282,0.7,2.5,34.6,Sr,5-7,2,3.95902,111.346,1.6,2026,71831,"Tampa, FL",,1.32354648,83,151,97,287,0.5497,0.338,0,0,,,94.6141,95.0828,2.6043,191.695,0.835821,2.59627,-1.76045,3.8441,32.5424,4.23766,-0.393562,0.6364,3.2424,3.8788,2.7273,1.3636,0.1818,17.5152,Combo G,4.83409,,2026
Bria Shine,UC Riverside,BW,30,70.3,83.3,12.9,41.6,41.05,4.8,14.9,14.1,21,10,32,0.313,55,117,0.47,6,37,0.162,1.9,2,20.8,Sr,6-1,41,-0.301246,73.1152,2.9,2026,71838,"Sacramento, CA",,1.45,41,80,14,37,0.5125,0.3784,2,2,1,,94.4222,96.0186,2.16526,168.95,-1.1938,-1.98025,0.786455,-2.1837,28.0438,-2.29551,0.11181,1.1562,3.6562,4.8125,1.8125,1,0.4688,4.4375,Wing G,2.51078,,2026
CC Mays,Tulane,Amer,27,51.1,84.1,21.1,37.8,43.98,7.2,10,16.6,26.5,48,64,0.75,43,112,0.384,19,77,0.247,0.5,3.1,33.9,Sr,5-8,3,0.867926,86.8717,4.7,2026,71839,"Tampa, FL",,0.81247892,24,54,19,58,0.4444,0.3276,0,0,,,92.6238,91.7885,2.14844,133.027,0.0516985,-0.616347,0.668045,-1.4859,23.7667,-2.24906,0.763167,1.5926,2.3333,3.9259,1.9259,1.3333,0.1111,7.0741,Combo G,6.72095,,2026
Jada Wynn,UC Irvine,BW,33,83.8,110.5,24.2,49.2,57.39,3.3,20,25.8,19.8,142,164,0.866,63,171,0.368,76,189,0.402,1.3,3,45.6,Sr,6-1,23,4.46588,114.622,2.7,2026,71841,"Yorba Linda, CA",,1.40448644,38,84,26,90,0.4524,0.2889,0,0,,,81.9987,85.8715,3.75904,259.941,6.46682,4.54575,1.92108,7.10977,33.6242,5.38708,1.72268,0.9697,6.1515,7.1212,3.7879,1.7273,0.3636,15.0303,Combo G,10.1585,,2026
Audrey Deptula,Loyola Chicago,A10,24,23.9,87.4,19.4,35.7,43.51,4.9,11.7,6.2,17.2,26,28,0.929,8,34,0.235,18,64,0.281,1.6,1.5,28.6,Jr,6-0,4,0.49434,86.7282,3.2,2026,71845,"Verona, WI",,0.5,3,14,5,20,0.2143,0.25,0,0,,,94.6915,95.0784,1.08588,54.9586,-3.76914,-1.67005,-2.09908,-2.16834,13.5333,-0.56019,-1.60815,0.5833,1.2917,1.875,0.375,0.3333,0.2083,4,Wing G,11.7995,,2026
Petra Oborilova,Xavier,BE,30,54.2,81.9,13.6,44.2,44.2,1.2,11.5,15.3,25.1,0,0,0,13,29,0.448,32,109,0.294,2.3,1.2,0,Jr,6-2,15,0.00387378,76.2529,3.2,2026,71846,"Banská Bystrica, Slovakia",,1.26312464,3,5,10,24,0.6,0.4167,0,0,,,98.9081,93.5244,1.85788,117.871,-0.22776,-1.06172,0.833958,-0.291905,21.6967,-1.3016,1.0097,0.2333,2.3,2.5333,1.6,0.4333,0.4333,4.0667,Wing G,9.81829,,2026
Ale Civera,Iona,MAAC,31,51.1,81.4,14.4,40.1,43.43,4.5,11.8,8.5,26.8,16,18,0.889,20,55,0.364,23,81,0.284,0.6,1.7,13.2,Sr,5-10,4,-0.422211,70.2482,3.6,2026,71847,"Madrid, Spain",,0.63417106,14,33,6,22,0.4242,0.2727,0,0,,,90.6031,100.078,1.28533,116.445,-4.48847,-3.57632,-0.912148,-5.24729,20.8344,-4.08215,-1.16514,0.9688,2.2188,3.1875,0.8125,0.5625,0.125,4.0312,Wing G,7.64091,,2026
Priscila Varela,Wagner,NEC,28,69.4,72.8,14.4,33.2,35.9,2.9,6.2,6.4,18.5,24,44,0.545,34,119,0.286,18,65,0.277,0.7,2.6,23.9,Sr,5-9,20,-1.51309,60.488,3.1,2026,71848,"Cabinda, Angola",,0.71050758,25,68,9,51,0.3676,0.1765,0,0,,,91.646,98.9326,1.85544,137.234,-5.06087,-4.51023,-0.550637,-5.41323,27.3033,-5.15042,-0.262812,0.7333,1.4,2.1333,0.9,1.3667,0.1667,5.5333,Combo G,4.80555,,2026
Naomi Jones,Alabama,SEC,33,39.1,101.6,17.7,45.5,49.92,12.6,19.9,6.2,17.4,42,71,0.592,56,123,0.455,0,0,0,11,1.5,57.7,So,6-4,31,1.7893,107.265,4,2026,71851,"Jackson, AL",82.8,0.62073281,50,96,6,27,0.5208,0.2222,0,0,,,83.585,74.5378,2.51512,136.451,9.23707,1.86999,7.36709,7.09574,16.6,2.52401,4.57173,1.7576,3.1212,4.8788,0.5455,0.4242,1.8485,4.6667,PF/C,0,,2026
Kennedi Perkins,Marquette,BE,22,32.9,91.3,17.6,37.6,43.82,1.3,11.7,19.6,20.1,25,35,0.714,23,67,0.343,8,26,0.308,0.8,1.7,37.6,Sr,5-6,21,0.964682,92.2556,3.2,2026,71858,"Bolingbrook, IL",,1.78260005,17,34,6,33,0.5,0.1818,0,0,,,95.98,89.532,1.72273,66.6961,-0.449759,-0.313413,-0.136346,-0.376023,16.8217,-1.39724,1.02122,0.1739,1.7826,1.9565,1.7826,0.4783,0.1304,4.1304,Combo G,4.00598,,2026
Sydney-James Desroches,Eastern Illinois,OVC,18,43.1,82.6,23.2,41,44.19,5,16.8,15,19.7,28,40,0.7,48,121,0.397,21,73,0.288,4.8,2.4,20.6,Jr,6-0,23,0.718931,83.0923,3.2,2026,71866,"Clarksville, TN",,0.69768512,23,50,25,71,0.46,0.3521,0,0,,,97.4652,100.21,1.87712,118.541,-1.07279,-1.7591,0.686307,-1.18889,30.0667,-0.875068,-0.313824,1.3889,4.5,5.8889,1.6667,1.2778,1.5,10.3889,Wing G,7.76424,,2026
Mya Babbitt,Kent St.,MAC,28,85.2,98.3,22.6,43,48.35,2.4,9.3,10.6,17.2,83,91,0.912,93,205,0.454,57,210,0.271,0.7,2.1,21.9,Jr,5-8,23,3.32331,103.346,2.5,2026,71873,"Papillion, NE",,0.70267966,74,140,19,65,0.5286,0.2923,0,0,,,97.9186,96.9556,2.60251,184.333,0.801162,2.12521,-1.32405,1.25779,34.77,1.99403,-0.736245,0.8,3.1667,3.9667,1.7333,1.4,0.2,16.0667,Combo G,11.8263,,2026
