season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,Mountain West,MVC,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2026,Jocelyn Faison,Georgia,SEC,Freshman,B-,C+,A,B-,A-,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A-,B+,A,B,B,A+,A-,C+,A,B,A-,C+,A,B+,A,C+,B+
2026,Mia Woolfolk,Georgia,SEC,Sophomore,A+,A,A+,A+,A+,A,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A-,A+,A+,A+,A+,A+
2026,Miyah Verse,Georgia,SEC,Sophomore,A-,B,A+,A,A+,B,B,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B,A+,A,A+,B,A+,A,A+,A,A
2026,Rylie Theuerkauf,Georgia,SEC,Junior,A-,B,A+,A,A,B,B,B+,B+,A+,A+,A+,A,A+,A-,A-,A+,A+,A+,A,A,A+,A+,B-,A+,A,A+,B-,A+,A,A+,A,A
2026,Savannah Henderson,Georgia,SEC,Junior,B-,C-,A,B-,B+,C-,C-,C+,C,A+,A,A,B-,B,B,B-,A,B+,A+,B-,B-,A+,A,D+,A,B,A,D+,A,B,A,B-,B
2026,Trinity Turner,Georgia,SEC,Sophomore,A-,B,A+,A,A,B,B,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B-,A+,A+,A+,B,A+,A,A,A,A
2026,Vera Ojenuwa,Georgia,SEC,Sophomore,C+,D+,B,C+,B,D+,D+,C,C-,A,A,B-,B-,B-,B-,B-,A,B,B,C+,B-,A-,B,D,B,B,B-,D+,B,B,B,B-,B-
2026,Zhen Craft,Georgia,SEC,Freshman,A-,B-,A+,A,A,B-,B,B+,B,A+,A+,A+,A-,A,A-,A-,A,A+,A+,A,A-,A+,A+,B-,A+,A,A+,B-,A+,A-,A+,A-,A-
2026,Jamiria Jones,Georgia Southern,SB,Sophomore,C,D,B-,C-,B-,D,D,D+,D,A-,B+,C,C,B-,B-,C+,B+,B-,B-,C,C,B+,B-,D-,B-,C+,C+,D-,B-,C+,B-,C,C+
2026,Kayla Cleaveland,Georgia Southern,SB,Freshman,B-,C-,B+,B-,B+,C-,C-,C+,C,A+,A,B+,B,B,B,B,B+,B+,A-,B-,B-,A,B+,D+,B+,B,B+,D+,B+,B,A,B-,B
2026,Kyla Bryant,Georgia Southern,SB,Junior,C,D,B,C-,B-,D,D,D+,D,A-,B+,C,C,B-,C+,C+,B+,B-,B,C,C,A-,B,D-,B,C+,B-,D-,B,C+,B,C,C+
2026,Lia Anderson,Georgia Southern,SB,Junior,C+,D,B+,C+,B,D,D+,C,D+,A,A-,C,C+,B,B-,B-,A-,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Nevaeh Brown,Georgia Southern,SB,Junior,C-,D-,B-,D+,C+,D-,D-,D,D,B+,B,C+,C-,C+,C,C,B-,C+,B-,C-,C-,B+,B-,D-,B-,C-,C+,F,B-,C,B-,D+,C-
2026,Ari Dyson,Georgia St.,SB,Junior,C-,D-,C+,D+,C+,D-,D-,D,D,B+,B,D+,C-,C,C+,C+,B-,C+,B-,C-,C-,B,C+,D-,C+,C,C+,D-,C+,C+,B-,C-,C-
2026,Crystal Henderson,Georgia St.,SB,Junior,B-,D+,B+,B-,B,C-,C-,C+,C,A+,A,B+,B-,B,B-,B-,A-,B+,A-,B-,B-,A,B+,D+,A-,B,B+,D+,A-,B,A-,B-,B
2026,Eghosa Obasuyi,Georgia St.,SB,Junior,D+,D-,C+,D,C,D-,D-,D,D-,B,B-,C,D+,C,C-,C,C+,C,C+,C-,D+,B,C+,D-,C+,C-,C,F,C+,C-,B-,D+,D+
2026,Gabbie Grooms,Georgia St.,SB,Sophomore,D,D-,C+,D,C-,D-,D-,D-,D-,B,C+,C-,D,B-,C-,C-,C+,C,C+,D+,D+,B,C+,F,C+,D+,C,F,C+,C-,C+,D,D+
2026,Grace Lanier,Georgia St.,SB,Freshman,C-,D-,B-,D+,C+,D-,D-,D,D,B+,B,C+,C-,C+,C,C+,B-,C+,B,C-,C-,B+,B-,D-,B-,C,B-,D-,B-,C+,B,C-,C
2026,Monna Julkunen,Georgia St.,SB,Sophomore,C-,D,D+,C-,B-,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D+,C,D,D,D+,B,B+,D,B-
2026,Nari Powers,Georgia St.,SB,Sophomore,D-,F,D-,F,D,F,F,F,D-,C-,C-,D-,D-,C-,D+,D,D-,D+,D-,D,D-,D,D-,F,D-,D-,D-,F,D-,D-,D-,D-,D-
2026,Savannah Robinson-Holmes,Georgia St.,SB,Freshman,C,D+,C-,C,B,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B-,B,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,Ariadna Termis,Georgia Tech,ACC,Junior,B-,D+,A,C+,B+,C-,C-,C+,C,A,A,C+,B-,B,B-,B-,B,B+,A,B-,B-,A+,A-,D,A,B,A-,D+,A,B,A,B-,B
2026,D'Asia Thomas-Harris,Georgia Tech,ACC,Junior,C+,D+,B+,C+,B,D+,D+,C-,D+,A,A-,C+,C+,B-,B-,B-,A,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Erica Moon,Georgia Tech,ACC,Sophomore,C+,D,B,C,B,D,D+,C-,D+,A,A-,B,C+,B-,B-,B-,A,B,B+,C+,C+,A-,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Jada Crawshaw,Georgia Tech,ACC,Junior,B-,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A-,C+,A,B+,A-,C+,A,A-,A,C+,B+
2026,La'Nya Foster,Georgia Tech,ACC,Junior,B,C,A-,B,A-,C,C,B-,C+,A+,A+,B+,B,B,B,B,A-,A-,A-,B,B,A,B+,C-,A-,B+,B+,C,A-,B+,A-,B,B+
2026,Talayah Walker,Georgia Tech,ACC,Sophomore,A,B+,A+,A+,A+,B+,B+,A-,A,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,B+,A+,A+,A+,B,A+,A+,A+,A+,A
2026,Allie Turner,Gonzaga,WCC,Sophomore,A-,B-,A+,A,A,B-,B,B+,B+,A+,A+,A+,A-,A,A-,A-,A,A+,A+,A,A-,A+,A,B-,A+,A,A,B-,A,A-,A+,A,A-
2026,Christabel Osarobo,Gonzaga,WCC,Sophomore,C,D+,C,C,B,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B,B-,C+,C+,C+,B-,C,C-,C,C+,C-,D+,C,B,B+,D+,B-
2026,Jaiden Haile,Gonzaga,WCC,Freshman,B+,B-,A+,A,A,B-,B,B+,B+,A+,A+,A,A-,A,A-,A-,A+,A+,A+,A,A-,A+,A,B-,A+,A,A,B-,A,A-,A-,A,A-
2026,Julia Wilson,Gonzaga,WCC,Freshman,B-,C,B+,B-,A-,C,C+,C+,B,A-,A-,C+,B-,B,B-,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C,B+,B+,A,C,B+
2026,Lauren Whittaker,Gonzaga,WCC,Freshman,A+,A,A+,A+,A+,A,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A-,A+,A+,A+,A+,A+
2026,McKynnlie Dalan,Gonzaga,WCC,Junior,C+,C-,B,C+,A-,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,B+,B,B,B-,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2026,Paige Lofing,Gonzaga,WCC,Freshman,C+,C,B+,B-,B+,C,C,C+,B,A-,A-,C,B-,B,B-,B+,A-,B,A-,B,B,A,B+,C+,B+,B-,B,C,B+,B+,A,C,B
2026,Taylor Smith,Gonzaga,WCC,Junior,B,C,A,B,A-,C,C,B-,C+,A+,A+,B,B,B+,B,B,A-,A-,A+,B,B,A+,A,C-,A,B+,A,C-,A,B+,A+,B,B+
2026,Teryn Gardner,Gonzaga,WCC,Sophomore,B+,C+,A+,B+,A,C+,C+,B,B-,A+,A+,A+,A-,A,B+,B+,A,A,A+,A-,B+,A+,A,C+,A+,A-,A,C+,A+,A-,A+,B+,A-
2026,Zeryhia Aokuso,Gonzaga,WCC,Junior,C+,D+,B,C+,B,D+,D+,C,C-,A,A-,C+,B-,B-,B-,B-,A-,B,B,C+,C+,A-,B-,D,B,B-,B-,D,B,B-,B,C+,B-
2026,Alisha Murray,Grambling St.,SWAC,Junior,C,D,B+,D+,B-,D,D,D+,D,A-,B+,B,C,B,C+,C+,B,B-,B+,C,C,A,B,D-,B+,C+,B,D-,B+,C+,B+,C,C
2026,Arianna Mosley,Grambling St.,SWAC,Junior,D-,F,D,F,D-,F,F,F,F,D+,D+,D-,D-,D-,D-,D-,D,D,D,D-,D-,C-,D,F,D,D-,D,F,D,D-,D,D-,D-
2026,Monica Marsh,Grambling St.,SWAC,Junior,D+,D-,C+,D,C,D-,D-,D,D-,B,B-,C,D+,C,C-,C,C+,C+,B-,D+,D+,B,C+,D-,C+,C-,C+,F,C+,C-,B-,D+,D+
2026,Zhaniah Ervin,Grambling St.,SWAC,Junior,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D-,D,D+,D+,C+,C+,C,F,C-,D+,F,F,D-,F,D+,F,D-,F,C+,B-,D-,C-
2026,Chloe Mann,Grand Canyon,MWC,Sophomore,B-,C-,A-,B-,B+,C-,C,C+,C+,A+,A,B-,B,B,B,B,A-,B+,A,B,B,A,B+,D+,A-,B+,B+,C-,A-,B+,A,B,B
2026,Diamond Wright,Grand Canyon,MWC,Freshman,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2026,Faith Carson,Grand Canyon,MWC,Junior,D+,D,D,D+,B,D,D+,C-,C+,B,B-,D,C-,C,C+,B-,B,C+,D,C+,C+,D+,D-,D,D-,C,D-,D,D,B-,B+,D,C+
2026,Holly Griffiths,Grand Canyon,MWC,Sophomore,C+,C-,B-,C+,B+,C-,C,C+,B,B+,B+,C,C+,B-,B-,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A-,C-,B
2026,Ines Zounia,Grand Canyon,MWC,Freshman,C+,D+,B+,C+,B,D+,D+,C,C-,A,A-,C,C+,B-,B-,B-,B,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,A,C+,B-
2026,Julianna LaMendola,Grand Canyon,MWC,Junior,B-,C-,A,B-,B+,C-,C,C+,C+,A+,A,B-,B,B,B,B,A-,B+,A,B,B,A+,A,D+,A,B+,A,C-,A,B+,A,B,B
2026,Kaitlyn Elsholz,Grand Canyon,MWC,Junior,C,D+,C-,C-,B,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B-,B,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,Norah Moo,Grand Canyon,MWC,Freshman,C+,D+,B+,C+,B,D+,D+,C,C-,A,A,B+,B-,B-,B-,B-,A-,B,A-,C+,B-,A,B+,D,A-,B-,B+,D,A-,B,A-,B-,B-
2026,Sifa Joyeuse,Grand Canyon,MWC,Junior,C+,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B,B-,B+,A-,B,A-,B,B,A,B+,C+,B+,B-,B,C,B+,B+,A,C,B+
2026,Gracie Grzesk,Green Bay,Horz,Sophomore,C+,D,C+,C,B-,D,D+,C-,D+,A-,A-,C,C+,B-,B-,B-,B+,B,B-,C+,C+,B+,C+,D,C+,B-,C+,D,B-,B-,A-,C+,C+
2026,Kristina Ouimette,Green Bay,Horz,Freshman,B-,D+,B+,B-,B,C-,C-,C+,C,A+,A,B,B-,B,B-,B-,B+,B+,B+,B-,B-,A,B,D+,B+,B,B,D+,B+,B,B+,B-,B
2026,Madison Hoffmann,Green Bay,Horz,Freshman,D+,D,D-,D+,B-,D,D,D+,C+,B-,B-,D,C-,C,C,B-,B,C+,D-,C,C,D+,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2026,Maren Westin,Green Bay,Horz,Sophomore,D,D-,D-,D,C+,D,D,D,C,B-,C+,D,D+,C-,C-,C+,C+,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2026,Meghan Schultz,Green Bay,Horz,Sophomore,A-,B-,A,A,A,B-,B,B+,B+,A+,A+,A,A,A,A-,A-,A+,A+,A+,A,A-,A+,A,B-,A,A,A,B-,A,A,A+,A,A-
2026,Aaryn Battle,Hampton,CAA,Junior,D,F,C,D-,C-,F,F,D-,D-,B-,C+,D+,D,D+,C-,C-,C,C,C+,D,D,B-,C-,F,C,D+,C-,F,C,D+,C+,D,D+
2026,Akilah Shelton,Hampton,CAA,Freshman,D+,D-,C-,D,C-,D-,D-,D-,D-,B,B-,D+,D,D+,C-,C-,C,C+,C+,D+,D+,B-,C-,F,C-,D+,C-,F,C,C-,C+,D,D+
2026,Arlisha Boston,Hampton,CAA,Junior,D+,D-,D-,D,C+,D,D,D+,C,B-,B-,D,D+,C-,C,C+,B-,C,D-,C-,C-,D-,F,D,F,D+,F,D-,D-,C+,B,D-,C
2026,Janaye Walker,Hampton,CAA,Freshman,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D-,D,D+,C+,C+,C+,C,F,C-,D+,F,F,D-,F,D+,F,D-,F,C+,B-,D-,C-
2026,Kayla Lezama,Hampton,CAA,Junior,D+,D-,B-,D+,C+,D-,D-,D,D,B+,B,C+,C-,C+,C,C,B-,C+,B-,C-,C-,B+,C+,D-,B-,C,C+,F,B-,C,B-,D+,C-
2026,Kiarra Mcelrath,Hampton,CAA,Junior,D,D-,B-,D,C-,D-,D-,D-,D-,B,B-,C+,D,C+,C,C-,B-,C,B-,D+,D+,B+,C+,F,B-,D+,C+,F,B-,C-,B-,D,D+
2026,Abigail Wright,Harvard,Ivy,Junior,B+,B-,A,A-,A,B-,B-,B,B,A+,A+,A,A-,A-,A-,A-,A,A+,A+,A-,A-,A+,A,C+,A,A,A,B-,A,A-,A+,A-,A-
2026,Alayna Rocco,Harvard,Ivy,Sophomore,B-,C-,A-,B-,B+,C,C,C+,C+,A+,A,B+,B,B,B,B,A-,B+,A,B,B,A,A-,D+,A-,B,B+,C-,A-,B+,A-,B,B
2026,Aubrey Shaw,Harvard,Ivy,Freshman,C+,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B,B,B+,A-,B,B+,B,B,A,B,C+,B+,B,B,C,B+,B+,A,C,B
2026,Karlee White,Harvard,Ivy,Junior,A+,A,A+,A+,A+,A-,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A-,A+,A+,A+,A-,A+,A+,A+,A+,A+
2026,Lydia Chatira,Harvard,Ivy,Sophomore,C,D+,C-,C,B,D+,D+,C,B-,B+,B,D+,C+,C+,C,B,B+,B-,C+,C+,C+,B-,C-,C-,C,C+,C-,D+,C,B,B+,D+,B-
2026,Mary Hollensteiner,Harvard,Ivy,Junior,B,B-,A+,B,A,C+,B-,B,B+,A,A,B-,B,B,B+,A-,A,B+,A+,B+,B+,A+,A,B-,A+,B+,A,C+,A+,A-,A+,C+,A-
2026,Nina Emnace,Harvard,Ivy,Sophomore,C+,D,B-,C,B,D,D+,C-,D+,A-,A-,C+,C+,B-,C+,B-,A,B,B,C+,C+,B+,B-,D,B-,B-,B-,D,B,B-,B,C+,B-
2026,Olivia Jones,Harvard,Ivy,Freshman,B+,B-,A+,A-,A,B-,B-,B+,B,A+,A+,A+,A-,A+,B+,A-,A+,A+,A+,A,A-,A+,A+,B-,A+,A,A+,B-,A+,A-,A,A-,A-
2026,Bailey Flavell,Hawaii,BW,Freshman,C+,D,B,C,B-,D,D+,C-,D+,A-,B+,C,C+,B,B-,C+,B+,B-,B,C+,C+,B+,B-,D,B-,B-,B-,D,B,B-,B,C+,C+
2026,Danijela Kujovic,Hawaii,BW,Freshman,B-,C+,A-,B-,A-,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A-,B+,A,B,B,A,A-,C+,A-,B,B+,C+,A-,B+,A,C,B+
2026,Jade Peacock,Hawaii,BW,Junior,C-,D-,B,D+,C+,D,D,D+,D,B+,B,D+,C,B-,C+,C+,B,C+,B+,C,C,A-,B,D-,B,C+,B,D-,B,C+,B,C-,C
2026,Jovi Lefotu,Hawaii,BW,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B,C+,C-,C+,B-,C+,C-,B-,B,A-,C-,B
2026,Keiara Curtis,Hawaii,BW,Freshman,C+,D+,B+,C+,B,D+,D+,C,C-,A,A,B,B-,B,B-,B-,B+,B,A-,C+,B-,A,B+,D,B+,B,B,D+,B+,B,A,B-,B-
2026,Kira-May Filemu,Hawaii,BW,Sophomore,C+,C,B,C+,A-,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,A-,B,C,B,B,B-,C,B,B+,A,C-,B
2026,Kyra Webb,Hawaii,BW,Freshman,C,D,B-,C-,B-,D,D,D+,D+,A-,B+,C-,C+,C+,C+,C+,B-,B-,B-,C,C+,B+,C+,D-,B-,C+,C+,D-,B-,C+,B-,C,C+
2026,Rebecca Moors,Hawaii,BW,Sophomore,C+,C,B,C+,B+,C,C,C+,B,A-,A-,C,B-,B-,B-,B+,A-,B,B+,B,B-,A-,B,C+,B+,B,B,C,B+,B+,A,C,B
2026,Ritorya Tamilo,Hawaii,BW,Sophomore,B+,B-,A+,A-,A,C+,B-,B,B,A+,A+,A+,A-,A-,B+,B+,A-,A,A+,A-,B+,A+,A+,C+,A+,A-,A+,C+,A+,A-,A+,A-,A-
2026,Teyahna Bond,Hawaii,BW,Freshman,D+,D-,D+,D,C-,D-,D-,D-,D-,B,B-,D,D,D,C-,C-,C+,C,D+,D+,D+,C,D,F,D+,D+,D,F,D+,C-,D+,D,D+
2026,Brecken Snotherly,High Point,BSth,Junior,C+,D+,B-,C+,B,D+,D+,C,C-,A,A-,C+,B-,B-,B-,B-,B,B,B,C+,C+,B+,B-,D,B-,B-,C+,D,B-,B-,A,C+,B-
2026,Dom Nesland,High Point,BSth,Sophomore,C,D,B-,D+,B-,D,D,D+,D,B+,B,C-,C,B-,C+,C+,B+,C+,B,C,C,B+,B-,D-,B-,C+,C+,D-,B-,C+,B-,C,C
2026,Macy Spencer,High Point,BSth,Junior,B,C,A,B,B+,C,C,B-,C+,A+,A+,A-,B,B+,B,B,A,A-,A,B,B,A+,A-,C-,A,B+,A-,C,A,B+,A,B,B+
2026,Peyton Gerdes,High Point,BSth,Junior,B-,C-,A,B-,B+,C-,C-,C+,C+,A+,A,A-,B,B,B,B,A-,B+,A,B,B,A+,A-,D+,A,B,A-,C-,A,B,A,B,B
2026,Ema Karim,Hofstra,CAA,Sophomore,C-,D,B,D+,C+,D,D,D+,D,B+,B,C+,C,C+,C+,C+,B,C+,B,C,C,B+,B-,D-,B-,C+,B-,D-,B,C+,B,C,C
2026,Maddie Pounds,Hofstra,CAA,Sophomore,D,D-,F,D,C+,D-,D,D,C-,C+,C+,D,D,D+,C-,C+,C+,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2026,Micaela Carter,Hofstra,CAA,Junior,C-,D,C+,D+,B-,D,D,D+,D,B+,B,C,C,C,C+,C+,B,C+,B-,C,C,B,C+,D-,C+,C+,C+,D-,B-,C+,B-,C,C
2026,Michaela Hodge,Hofstra,CAA,Sophomore,B-,C,B+,B-,A-,C,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2026,Olivia VanPatten,Hofstra,CAA,Freshman,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B,C+,C-,C+,B-,C+,C-,C+,B,A-,D+,B
2026,Sana'a Garrett,Hofstra,CAA,Junior,D,F,D,D-,D+,F,F,D-,D-,B-,C+,D-,D,D-,D+,D+,C,C-,D,D+,D+,C-,D,F,D,D+,D,F,D,D+,D,D,D
2026,Asia Wilson,Holy Cross,Pat,Freshman,D,D-,D,D,C-,D-,D-,D-,D-,B-,C+,D,D,C,C-,C-,C+,C,D,D+,D+,C-,D,F,D,D+,D,F,D,D+,D,D,D+
2026,Brianna McDermott,Holy Cross,Pat,Freshman,C-,D,D,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B-,B+,D,B-
2026,Hannah Griffin,Holy Cross,Pat,Junior,C,D,B-,C-,B-,D,D,C-,D+,A-,B+,C+,C+,C+,C+,C+,B+,B-,B-,C+,C+,B+,B-,D-,B-,C+,C+,D-,B-,C+,B-,C,C+
2026,Janie Bachmann,Holy Cross,Pat,Junior,B,C-,B+,B,B+,C,C,C+,C+,A+,A+,B,B,B,B,B,A-,B+,A-,B,B,A,B,C-,B+,B+,B,C-,B+,B+,B,B,B
2026,Kendall Eddy,Holy Cross,Pat,Junior,C+,D+,A,C+,B,D+,D+,C,C-,A,A,A-,B-,B+,B-,B-,A-,B,A,C+,B-,A+,A-,D,A,B,A-,D,A,B,A,B-,B-
2026,Simone Lewis,Holy Cross,Pat,Junior,C+,C-,B-,C+,B+,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B,B+,A,C-,B
2026,Jade Jones,Houston,B12,Freshman,C+,D,B,C,B-,D,D+,C-,D+,A-,B+,B-,C+,B-,B-,C+,B+,B-,B,C+,C+,A-,B,D,B,B-,B-,D,B,B-,B,C+,C+
2026,Jorynn Ross,Houston,B12,Junior,D+,D-,C,D,C,D-,D-,D,D-,B,B-,D+,D+,C+,C,C,B,C,C+,C-,D+,B-,C-,D-,C,C-,C-,F,C,C,C+,D+,D+
2026,Kayla King,Houston,B12,Freshman,D+,D-,C-,D,C-,D-,D-,D,D-,B,B-,D,D,B-,C-,C-,C+,C,C-,D+,D+,C+,D+,F,C-,D+,D+,F,C-,C-,C,D,D+
2026,Kierra Merchant,Houston,B12,Junior,C+,D+,A,C+,B,D+,D+,C,C-,A,A,C+,B-,B+,B-,B-,A-,B,A,C+,B-,A+,A-,D,A,B,A-,D+,A,B,A,B-,B-
2026,Shun'teria Anumele,Houston,B12,Sophomore,C+,D+,B,C+,B,D+,D+,C,C-,A,A-,B,B-,B,B-,B-,A-,B,B+,C+,B-,A-,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Dasia Hyams,Houston Christian,Slnd,Freshman,D-,F,D,D-,D,F,F,D-,D-,C,C-,D,D-,C,D,D,D+,D+,D+,D,D-,C-,D,F,D,D-,D,F,D,D-,D+,D-,D-
2026,Grace Booth,Houston Christian,Slnd,Sophomore,C-,D-,B,D+,C+,D,D,D+,D,B+,B,B-,C,B-,C+,C+,B-,C+,B+,C,C,A-,B,D-,B,C+,B,D-,B,C+,B,C,C
2026,Hannah Fields,Houston Christian,Slnd,Junior,D,D-,C-,D,C-,D-,D-,D-,D-,B,B-,D+,D,D+,C-,C-,C,C,C,D+,D+,B-,C-,F,C-,D+,C-,F,C,C-,C,D,D+
2026,Jordan Jackson,Houston Christian,Slnd,Junior,C-,D-,B,D+,C+,D,D,D+,D,B+,B,B-,C,B-,C+,C+,B,C+,B,C-,C-,A-,B,D-,B,C+,B-,D-,B,C+,B,C-,C
2026,Kamryn McLaurin,Houston Christian,Slnd,Freshman,D+,D-,C+,D+,C+,D-,D-,D,D,B+,B,C,C-,C,C,C,C+,C+,B-,C-,C-,B,C+,D-,C+,C-,C+,F,C+,C,B-,D+,C-
2026,Madelyne Davis,Houston Christian,Slnd,Sophomore,D,D-,C-,D,C-,D-,D-,D-,D-,B-,C+,D+,D,D+,C-,C-,C,C,C,D+,D+,B-,C-,F,C-,D+,C-,F,C,D+,C,D,D+
2026,Madison Hurta,Houston Christian,Slnd,Sophomore,D,D-,C,D,C-,D-,D-,D-,D-,B-,C+,D+,D,D+,C-,C-,C,C,C+,D+,D+,B-,C-,F,C,D+,C-,F,C,D+,C+,D,D+
2026,Sidney Carr,Houston Christian,Slnd,Freshman,D-,F,D,D-,D,F,F,D-,D-,C+,C,D,D-,D-,D,D,D+,D+,D+,D,D,C,D,F,D,D-,D,F,D+,D,D+,D-,D
2026,Tove Caesar,Houston Christian,Slnd,Junior,D-,F,D,D-,D,F,F,D-,D-,C+,C,D,D-,D-,D,D,D+,D+,D+,D,D,C,D,F,D,D-,D,F,D+,D,D+,D-,D
2026,April Edwards,Howard,MEAC,Sophomore,D+,D-,D+,D,C+,D-,D-,D,D,B+,B-,D,D+,D,C,C,B-,C+,D+,C-,C-,C+,D+,D-,D+,C-,D,F,D+,C,C-,D+,C-
2026,Ariella Henigan,Howard,MEAC,Freshman,C-,D-,B,D+,C+,D-,D,D+,D,B+,B,C-,C,B-,C+,C+,B,C+,B+,C,C-,A-,B,D-,B,C+,B,D-,B,C+,B,C-,C
2026,Dally Moreno,Howard,MEAC,Sophomore,C+,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C,B+,B+,A,C,B+
2026,Destiny Bynum-Johnson,Howard,MEAC,Junior,C+,D,B,C,B,D,D+,C-,D+,A,A-,B,C+,B-,B-,B-,B,B,B+,C+,C+,A-,B,D,B,B-,B,D,B,B-,B+,C+,B-
2026,Emma NuQuay,Howard,MEAC,Freshman,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2026,Jada Kendrick,Howard,MEAC,Freshman,C,D+,C-,C,B,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C+,C+,C+,B-,C-,C-,C-,C+,C-,D+,C,B,B+,D+,B-
2026,Rayne Durant,Howard,MEAC,Junior,C,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,C+,B-,B,C,C-,C,C+,C,C-,C+,B,A-,D+,B-
2026,Sa'lah Hemingway,Howard,MEAC,Junior,C+,D,B,C-,B-,D,D,C-,D+,A-,B+,B-,C+,B-,C+,C+,B,B-,B+,C+,C+,A-,B,D-,B,C+,B,D,B,C+,B,C,C+
2026,Zoe Stewart,Howard,MEAC,Junior,C+,D+,B,C+,B,D+,D+,C,C-,A,A,B,B-,B-,B-,B-,A-,B,B+,C+,B-,A-,B,D,B+,B,B,D,B+,B,B+,B-,B-
2026,Ana Beatriz Passos Alves da Silva,Idaho,BSky,Sophomore,C+,D+,B+,C+,B,D+,D+,C,C-,A,A-,C+,B-,B,B-,B-,B+,B,B+,C+,B-,A,B,D,B+,B,B,D,B+,B,A,B-,B-
2026,Ana Pinheiro,Idaho,BSky,Sophomore,B-,C-,A-,B-,B+,C-,C,C+,C+,A+,A,A-,B,B,B,B,B+,B+,A,B,B,A,A-,D+,A-,B+,A-,C-,A-,B+,A,B,B
2026,Ella Uriarte,Idaho,BSky,Sophomore,C+,D+,B,C+,B,D+,D+,C,C-,A,A-,C+,C+,B-,B-,B-,B+,B,B+,C+,C+,A-,B,D,B,B-,B,D,B+,B-,A,C+,B-
