season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,Mountain West,MVC,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2026,Logan Luebbers Palmer,Evansville,MVC,Sophomore,D-,F,C-,D-,D+,F,F,D-,D-,C+,C,D+,D-,C+,D+,D+,C-,D+,C,D,D,C+,D+,F,C-,D,D+,F,C-,D,C,D-,D
2026,Mireia Mustaros,Evansville,MVC,Junior,C+,D,B-,C,B,D,D+,C-,D+,A,A-,C+,C+,C+,C+,B-,B-,B,B,C+,C+,B+,B-,D,B-,B-,C+,D,B-,B-,B-,C+,B-
2026,Sydney Huber,Evansville,MVC,Freshman,D+,D-,C+,D,C+,D-,D-,D,D,B+,B-,C,D+,C,C,C,C+,C+,B-,D+,D+,B,C+,D-,C+,C-,C+,F,C+,C,B-,D+,C-
2026,Christina Pham,Fairfield,MAAC,Freshman,C,D,B-,C-,C+,D,D,D+,D,B+,B,C+,C,C+,C+,C+,B-,B-,B,C,C,B+,B-,D-,B-,C+,C+,D-,B-,C+,B-,C,C
2026,Cyanne Coe,Fairfield,MAAC,Sophomore,A,B,A+,A,A+,B,B+,A-,A-,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B,A+,A+,A+,B,A+,A,A+,A+,A
2026,Jillian Huerter,Fairfield,MAAC,Sophomore,A-,B-,A+,A,A,B-,B,B+,B+,A+,A+,A+,A,A,B+,A-,A+,A+,A+,A,A-,A+,A,B-,A+,A,A,B-,A+,A,A+,A,A-
2026,Kaety L'Amoreaux,Fairfield,MAAC,Junior,A+,A,A+,A+,A+,A-,A,A,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,A-,A+,A+,A+,B+,A+,A+,A+,A+,A+
2026,Keyarah Gregory,Fairfield,MAAC,Freshman,B-,C+,A,B-,A-,C+,C+,B-,B+,A,A,C+,B,B,B,B+,A,B+,A,B,B,A+,A,C+,A,B,A,C+,A,A-,A,C+,B+
2026,Meghan Andersen,Fairfield,MAAC,Junior,A-,B,A+,A,A,B,B,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B-,A+,A+,A+,B,A+,A,A,A,A
2026,Milou van Vliet,Fairfield,MAAC,Freshman,C+,C,B,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,B+,B,B-,A-,B,C+,B+,B,B,C,B+,B+,A,C,B
2026,Sydni Scott,Fairfield,MAAC,Junior,C+,D+,B+,C+,B,D+,D+,C,C-,A,A,C+,B-,B,B-,B-,A-,B,A-,B-,B-,A,B+,D,B+,B,B+,D+,B+,B,B+,B-,B-
2026,Akeelah Lafleur,Fairleigh Dickinson,NEC,Freshman,B-,C+,B,B-,A-,C,C+,C+,B,A-,A-,C,B-,B-,B+,B+,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B+,B+,A,C,B+
2026,Ava Renninger,Fairleigh Dickinson,NEC,Sophomore,C+,D+,B,C+,B,D+,D+,C,C-,A,A,B-,B-,B,B-,B-,B+,B,B+,C+,B-,A-,B,D,B,B,B,D,B,B,B,B-,B-
2026,Bella Toomey,Fairleigh Dickinson,NEC,Junior,B-,D+,B+,C+,B,D+,D+,C,C-,A,A,B,B-,B,B-,B-,B,B,B+,B-,B-,A,B,D,B+,B,B,D+,B+,B,A,B-,B-
2026,Joi Johnson,Fairleigh Dickinson,NEC,Sophomore,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2026,Kailee McDonald,Fairleigh Dickinson,NEC,Sophomore,B,C,A,B,B+,C,C,B-,C+,A+,A+,A,B+,B+,B,B,A-,A-,A+,B,B,A+,A,C-,A,B+,A,C,A,B+,A+,B,B+
2026,Leah Crosby,Fairleigh Dickinson,NEC,Freshman,C+,D,B,C,B,D,D+,C-,D+,A,A-,C,C+,B-,B-,B-,A-,B,B+,C+,C+,A-,B,D,B,B-,B,D,B,B-,B,C+,C+
2026,Rebecca Osei-Owusu,Fairleigh Dickinson,NEC,Junior,B,C+,A,B+,A-,C+,C+,B,B-,A+,A+,A,B+,A-,B+,B+,A,A,A+,B+,B+,A+,A,C+,A,A-,A,C+,A,A-,A,B+,B+
2026,Reese Downey,Fairleigh Dickinson,NEC,Freshman,C+,D+,B,C+,B,D+,D+,C,C-,A,A-,B-,C+,B-,B-,B-,B,B,B,C+,C+,B+,B-,D,B-,B-,B-,D,B,B-,B,C+,B-
2026,Adama Badjie Coly,FIU,CUSA,Junior,C+,D,B,C,B,D,D+,C-,D+,A-,A-,B-,C+,B-,B-,B-,B,B,B,C+,C+,A-,B,D,B,B-,B-,D,B,B-,B,C+,C+
2026,Claudia Marina Gonzalez,FIU,CUSA,Sophomore,C,D+,C+,C,B+,D+,C-,C,B-,B+,B+,C-,C+,B-,C+,B,B+,B-,C+,B-,B-,B,C+,C-,C+,C+,C,C-,C+,B,A-,D+,B
2026,Denika Lightbourne,FIU,CUSA,Junior,C+,D+,B+,C+,B,D+,D+,C,C-,A,A-,C+,C+,B-,B-,B-,B+,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,A,C+,B-
2026,Fantasia James,FIU,CUSA,Junior,C,D,B,C-,B-,D,D,D+,D,A-,B+,C,C,B-,C+,C+,B+,B-,B+,C,C,A-,B,D-,B,C+,B-,D-,B,C+,B,C,C
2026,Grecia Ferrer Leal,FIU,CUSA,Freshman,D,D-,C-,D-,C-,F,D-,D-,D-,B-,C+,D,D,D,D+,C-,C-,C,C-,D+,D+,C+,D+,F,C-,D+,D+,F,C-,D+,C-,D,D+
2026,Judit Valero,FIU,CUSA,Junior,C+,D+,B,C+,B,D+,D+,C,C-,A,A-,B-,B-,B-,B-,B-,B+,B,B+,C+,B-,A-,B,D,B,B-,B,D,B,B-,B,C+,B-
2026,Ndate Ndiaye,FIU,CUSA,Sophomore,D,F,C-,D-,D+,F,F,D-,D-,B-,C+,D,D,C-,C-,D+,C-,C-,C-,D+,D+,C+,D+,F,C-,D,D+,F,C-,D+,C-,D,D
2026,Rhema Collins,FIU,CUSA,Junior,B+,B-,A+,A-,A,C+,B-,B,B,A+,A+,A+,A-,A,B+,B+,A+,A,A+,A-,B+,A+,A,C+,A+,A,A,C+,A,A-,A+,A-,A-
2026,Riley Burd,FIU,CUSA,Junior,C+,D,B+,C,B-,D,D+,C-,D+,A-,A-,B,C+,B,C+,B-,B+,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,C+
2026,Caterina Piatti,Florida,SEC,Freshman,C,D,B-,C-,B-,D,D,D+,D,A-,B+,C+,C,C+,B-,C+,B-,B-,B,C,C+,B+,B-,D-,B-,C+,B-,D-,B,C+,B,C,C+
2026,Daviane Mindoudi,Florida,SEC,Sophomore,C+,C,B+,C+,B+,C,C,C+,B,A-,A-,C,B-,B-,B-,B+,A-,B,B+,B,B,A,B,C+,B+,B-,B,C,B+,B+,A,C,B
2026,Emilija Dakic,Florida,SEC,Freshman,B,B-,A+,B,A,B-,B-,B,A-,A,A,B-,B+,B+,B+,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,B+,A+,B-,A+,A-,A+,B-,A-
2026,Gift Ezekiel,Florida,SEC,Junior,C+,C-,B-,C+,A-,C-,C,C+,B,B+,B+,C,C+,B-,B-,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A-,C-,B
2026,Jade Weathersby,Florida,SEC,Junior,B+,C+,A+,B+,A-,C+,C+,B,B-,A+,A+,A+,B+,A,B+,B+,A,A,A+,B+,B+,A+,A,C+,A+,A-,A,C+,A+,A-,A+,B+,B+
2026,Laila Reynolds,Florida,SEC,Junior,B+,C+,A,B+,A,C+,C+,B,B-,A+,A+,A,B+,A-,B+,B+,A-,A,A+,B+,B+,A+,A,C+,A,A-,A,C+,A,A-,A+,B+,B+
2026,Liv McGill,Florida,SEC,Sophomore,A+,A,A+,A+,A+,A-,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A-,A+,A+,A+,B+,A+,A+,A+,A+,A+
2026,Me'Arah O'Neal,Florida,SEC,Sophomore,A+,A,A+,A+,A+,A,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A-,A+,A+,A+,A+,A+
2026,Nyadieng Yiech,Florida,SEC,Freshman,A-,B,A+,A,A,B,B,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B-,A+,A,A+,B-,A+,A,A,A,A
2026,Brooklyn Swann,Florida A&M,SWAC,Freshman,D,D-,C,D,C-,D-,D-,D-,D-,B-,C+,D+,D,D+,D+,C-,C,C,C+,D+,D+,B-,C-,F,C,D+,C-,F,C,D+,C+,D,D+
2026,Cornelia Ellington,Florida A&M,SWAC,Freshman,D-,F,D+,F,D-,F,F,F,F,D+,D+,D,F,D,D-,D-,D+,D,D+,D-,D-,C,D,F,D,F,D,F,D+,D-,D+,D-,D-
2026,Jordan Boddie,Florida A&M,SWAC,Junior,D-,D-,F,D-,C,D-,D-,D-,D+,C-,C,D-,D-,D,F,C,C,D+,F,D+,D+,F,F,D-,F,D,F,F,F,C,B-,D-,D+
2026,Miya Giles-Jones,Florida A&M,SWAC,Sophomore,D-,F,C-,D-,D+,F,F,D-,D-,C+,C,D+,D-,D+,C-,D+,C-,C-,C-,D,D,C+,D+,F,C-,D,D+,F,C-,D,C-,D-,D
2026,Shaniyah McCarthy,Florida A&M,SWAC,Junior,D,F,C,D-,D+,F,F,D-,D-,B-,C+,C-,D,C-,C-,D+,C,C-,C+,D,D,B-,C,F,C,D+,C-,F,C,D+,C+,D,D
2026,Thailan Payne,Florida A&M,SWAC,Junior,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D-,D,D+,D+,C+,C+,C,F,C-,D+,F,F,D-,F,D+,F,D-,F,C+,B-,D-,C-
2026,Zana Justice,Florida A&M,SWAC,Freshman,C-,D,D,D+,B-,D,D+,C-,C+,B,B,D+,C-,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D,D,D,B-,B+,D,C+
2026,Erin Rodgers,Florida Atlantic,Amer,Sophomore,D,F,D+,D-,D+,F,F,D-,D-,B-,C+,D,D,D,D,D+,C-,C,C-,D,D,C+,D+,F,D+,D,D+,F,C-,D+,C-,D,D
2026,Grace Carstensen,Florida Atlantic,Amer,Junior,C+,D,B+,C,B-,D,D+,C-,D+,A-,A-,B+,C+,B,C+,B-,B,B,A-,C+,C+,A,B+,D,B+,B-,B+,D,B+,B-,B+,C+,C+
2026,Haley Walker,Florida Atlantic,Amer,Junior,D+,D-,B-,D,C+,D-,D-,D,D,B+,B-,C+,D+,B,C+,C,B,C+,B-,C-,C-,B+,C+,D-,B-,C-,C+,F,B-,C,B-,D+,C-
2026,Ineivi Plata,Florida Atlantic,Amer,Sophomore,D-,F,D,D-,D+,F,F,D-,D-,C+,C,D-,D-,D-,D+,D+,D,C-,D,D,D,C-,D,F,D,D,D,F,D,D,D,D-,D
2026,Madi Gewirtz,Florida Atlantic,Amer,Sophomore,C+,D,B+,C+,B,D+,D+,C,C-,A,A-,B+,B-,B-,B-,B-,B,B,A-,C+,C+,A,B+,D,B+,B-,B+,D,B+,B-,B+,C+,B-
2026,Vivian Onugha,Florida Atlantic,Amer,Junior,C+,D,B-,C,B,D,D+,C-,D+,A,A-,C+,C+,B-,B-,B-,B,B,B,C+,C+,B+,B-,D,B-,B-,C+,D,B-,B-,A-,C+,C+
2026,Zahira Arizmendi,Florida Atlantic,Amer,Junior,C+,D,B,C-,B-,D,D,C-,D+,A-,B+,B-,C+,B-,C+,C+,B+,B-,B,C+,C+,A-,B,D-,B,C+,B-,D-,B,C+,B,C,C+
2026,Airah Lavy,Florida Gulf Coast,ASun,Sophomore,B-,C,A-,B-,A-,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A,B+,A,B,B,A,A-,C+,A-,B,B+,C+,A-,B+,A,C,B+
2026,Eve Alexander,Florida Gulf Coast,ASun,Sophomore,B-,C-,A-,B-,B+,C-,C,C+,C+,A+,A,B+,B,B,B,B,B,B+,A,B,B,A,B+,D+,A-,B,B+,C-,A-,B,A,B,B
2026,Jalei Pillow,Florida Gulf Coast,ASun,Sophomore,C+,D,B-,C,B,D,D+,C-,D+,A,A-,C+,C+,C+,B-,B-,B,B,B,C+,C+,B+,B-,D,B-,B-,C+,D,B-,B-,B,C+,B-
2026,Karina Gordon,Florida Gulf Coast,ASun,Junior,C+,D,B-,C-,B-,D,D,C-,D+,A-,B+,C+,C+,C+,C+,C+,B+,B-,B,C+,C+,B+,B-,D-,B-,C+,C+,D,B-,C+,B,C,C+
2026,Shameir Quimby,Florida Gulf Coast,ASun,Junior,C+,C-,C+,C,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B-,B-,C+,B-,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2026,Sinai Douglas,Florida Gulf Coast,ASun,Sophomore,B-,C-,A-,B-,B+,C-,C-,C+,C,A+,A,B+,B,B+,B-,B,A-,B+,A,B-,B-,A,A-,D+,A-,B,A-,D+,A-,B,A,B,B
2026,Avery Treadwell,Florida St.,ACC,Junior,B,C+,A,B+,A-,C+,C+,B,B-,A+,A+,A,B+,A-,B+,B+,A,A-,A+,B+,B+,A+,A,C+,A,A-,A,C+,A,A-,A,B+,B+
2026,Emma Risch,Florida St.,ACC,Junior,C+,D+,A-,C+,B,D+,D+,C,C-,A,A,C+,B-,B,B-,B-,A-,B,A,B-,B-,A,A-,D,A-,B,B+,D+,A-,B,A-,B-,B-
2026,Jasmine Shavers,Florida St.,ACC,Junior,B,C,A,B,A-,C,C,C+,C+,A+,A+,A-,B,B+,B,B,B+,A-,A,B,B,A+,A-,C-,A-,B+,A-,C-,A-,B+,A-,B,B+
2026,Kemariah Gerton,Florida St.,ACC,Freshman,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B,B-,A-,B,C,B,B-,B,C,B,B+,A,C-,B
2026,Pania Davis,Florida St.,ACC,Junior,B-,D+,B+,C+,B,D+,C-,C+,C,A,A,B,B-,B,B,B-,B,B+,A-,B-,B-,A,B+,D,B+,B,B,D+,B+,B,A,B-,B-
2026,Solè Williams,Florida St.,ACC,Junior,B,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A-,C+,A,B+,A-,C+,A,A-,A,C+,B+
2026,Tatum Greene,Florida St.,ACC,Sophomore,B,C,A,B,A-,C,C,B-,C+,A+,A+,A-,B,B+,B,B,A-,A-,A,B,B,A+,A-,C-,A,B+,A-,C,A,B+,A,B,B+
2026,Alexis Black,Fordham,A10,Junior,B,C,A+,B,A-,C,C,B-,C+,A+,A+,A+,B+,A,B,B,A,A-,A+,B,B,A+,A+,C-,A+,B+,A+,C,A+,B+,A+,B,B+
2026,Anastasija Veljovic,Fordham,A10,Sophomore,D-,F,C-,D-,D+,F,F,D-,D-,C+,C,D+,D-,D+,D,D,C-,D+,C,D,D,C+,D+,F,C-,D,D+,F,C-,D,C,D-,D
2026,Carryn Easley,Fordham,A10,Freshman,D+,D-,C+,D,C,D-,D-,D,D-,B,B-,D+,D,C+,C,C-,C+,C,B-,D+,D+,B,C+,F,C+,D+,C+,F,B-,C-,B-,D,D+
2026,Lakresha Edwards,Fordham,A10,Junior,C-,D,B-,D+,C+,D,D,D+,D,B+,B,D+,C,C+,C+,C+,B,C+,B,C,C,B+,B-,D-,B-,C+,B-,D-,B-,C+,B,C-,C
2026,London Liley,Fordham,A10,Freshman,C,D+,C-,C,B+,D+,D+,C,B-,B+,B,D+,C+,C+,C,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,Maysen Hill,Fordham,A10,Freshman,D,D-,D,D-,C-,F,D-,D-,D-,B-,C+,D,D,D-,C-,C-,D,C,D,D+,D+,C-,D,F,D,D+,D,F,D,D+,D,D,D+
2026,Precious Omoshola,Fordham,A10,Sophomore,C,D+,C,C,B+,D+,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,C+,C+,B-,C,C-,C,C+,C-,C-,C,B,B+,D+,B-
2026,Ugne Sirtautaite,Fordham,A10,Junior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B,B+,A,C-,B
2026,Ashlyn Rean,Fresno St.,MWC,Sophomore,B,B-,A+,B+,A,B-,B,B,A-,A,A,B-,B+,B+,A-,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,A-,A+,B,A+,A-,A+,C+,A-
2026,Ava Marr,Fresno St.,MWC,Freshman,C+,D,B-,C,B-,D,D+,C-,D+,A-,B+,C+,C+,B-,C+,C+,B+,B,B,C+,C+,B+,B-,D,B-,B-,B-,D,B,B-,B,C+,C+
2026,Avery Watkins,Fresno St.,MWC,Junior,C+,D+,B+,C+,B,D+,D+,C,C-,A,A,B,B-,B,B,B-,B,B,A-,C+,B-,A,B+,D,B+,B,B,D+,B+,B,A,B-,B-
2026,Danae Powell,Fresno St.,MWC,Sophomore,B-,C-,A-,B-,B+,C-,C-,C+,C,A+,A,B,B,B+,B,B,A,B+,A,B-,B-,A,A-,D+,A-,B,A-,D+,A-,B,A-,B-,B
2026,Alyssa Ervin,Furman,SC,Sophomore,B-,D+,A,B-,B+,C-,C-,C+,C,A+,A,A-,B,B+,B,B-,A-,B+,A,B-,B-,A+,A-,D+,A,B,A-,D+,A,B,A,B-,B
2026,Brooklyn King,Furman,SC,Freshman,D+,D-,C+,D,C,D-,D-,D,D,B+,B-,C,D+,C,C,C,C+,C+,B-,C-,D+,B,C+,D-,C+,C-,C+,F,C+,C,B-,D+,C-
2026,Channing Warren,Furman,SC,Freshman,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2026,Chantelle Stuart,Furman,SC,Sophomore,D,D-,C-,D,C-,D-,D-,D-,D-,B,C+,D,D,B-,C-,C-,C+,C,C,D+,D+,B-,C-,F,C-,D+,D+,F,C-,C-,C,D,D+
2026,Clare Coyle,Furman,SC,Sophomore,B-,C-,A,B-,B+,C-,C-,C+,C+,A+,A,A-,B,B+,B,B,A-,B+,A,B-,B,A+,A-,D+,A,B,A-,C-,A,B,A,B,B
2026,Kyraha Parnell,Furman,SC,Freshman,D,D-,C+,D,C-,D-,D-,D-,D-,B-,C+,C,D,C,C-,C-,C+,C,B-,D+,D+,B,C+,F,C+,D+,C+,F,C+,D+,B-,D,D+
2026,Lauren Bailey,Furman,SC,Junior,D+,D-,C+,D,C,D-,D-,D,D-,B,B-,C,D+,B,C,C,C+,C,B-,D+,D+,B+,C+,D-,C+,C-,C+,F,B-,C-,B-,D+,D+
2026,Raina McGowens,Furman,SC,Sophomore,D,D-,D+,D-,C-,F,D-,D-,D-,B-,C+,D,D,B-,C-,C-,C-,C,C-,D,D+,C+,D+,F,D+,D+,D+,F,C-,D+,C-,D,D
2026,Samaria Taylor,Furman,SC,Sophomore,C-,D+,C-,C-,B,D+,D+,C,B-,B+,B,D+,C+,C+,C,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,Sophia Pearl,Furman,SC,Freshman,D,D-,C-,D-,C-,D-,D-,D-,D-,B-,C+,D,D,B-,D+,C-,C+,C,C,D+,D+,B-,C-,F,C-,D+,C-,F,C,D+,C,D,D+
2026,Tyriana Berry,Furman,SC,Freshman,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,B-,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B,B+,D,B-
2026,Amina Gray,Gardner Webb,BSth,Junior,C-,D-,B,D+,C+,D-,D-,D,D,B+,B,B-,C-,B-,C,C,B,C+,B+,C-,C-,A-,B,D-,B,C,B,F,B,C+,B,C-,C-
2026,Amira Ofunniyin,Gardner Webb,BSth,Junior,F,F,D-,F,D-,F,F,F,F,D+,D+,D-,F,F,D,D-,D-,D-,D-,D-,D-,D,D-,F,D-,D-,D-,F,D-,D-,D-,D-,D-
2026,Anaya Harris,Gardner Webb,BSth,Junior,D-,F,D+,D-,D+,F,F,D-,D-,C+,C,D,D-,D,D+,D+,D+,C-,D+,D,D,C,D,F,D+,D,D,F,D+,D,D+,D-,D
2026,Kamille Henriksen,Gardner Webb,BSth,Freshman,D+,D,D-,D+,B-,D,D,D+,C+,B-,B-,D,C-,C,C,B-,B,C+,D,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B,D,C+
2026,Kayla Martin,Gardner Webb,BSth,Junior,D+,D-,C-,D,C-,D-,D-,D-,D-,B,B-,D+,D,D+,D+,C-,C,C+,C+,D+,D+,B-,C-,F,C-,D+,C-,F,C,C-,C,D,D+
2026,Makayla Legette,Gardner Webb,BSth,Freshman,D-,F,C-,D-,D+,F,F,D-,D-,C+,C,D,D-,D+,D,D+,C-,C-,C-,D,D,C+,D+,F,C-,D,D+,F,C-,D,C-,D-,D
2026,Rafferty Powell,Gardner Webb,BSth,Freshman,D,D-,F,D,C+,D-,D,D,C-,C+,C+,D,D,D+,D+,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2026,Regina Yanez Enriquez,Gardner Webb,BSth,Sophomore,C-,D,D,D+,B,D,D+,C-,C+,B,B-,D+,C-,C,C+,B-,B,C+,D,C+,C+,C-,D-,D,D,C,D-,D,D,B-,B+,D,C+
2026,Sara Menendez,Gardner Webb,BSth,Freshman,D-,F,D+,D-,D+,F,F,D-,D-,C+,C,D,D-,D,D+,D+,D+,D+,D+,D,D,C,D,F,D+,D,D,F,D+,D,D+,D-,D
2026,Kennedy Harris,George Mason,A10,Junior,B+,B-,A+,A-,A,C+,B-,B,B,A+,A+,A,A-,A,B+,B+,A+,A,A+,A-,B+,A+,A,C+,A+,A,A,C+,A,A-,B+,A-,A-
2026,Louis Volker,George Mason,A10,Junior,B-,D+,A-,B-,B+,C-,C-,C+,C,A+,A,B,B-,B+,B-,B-,A,B+,A,B-,B-,A,B+,D+,A-,B,B+,D+,A-,B,A-,B-,B
2026,Makayla Johnson,George Mason,A10,Freshman,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B+,C+,C-,C+,C+,C+,C-,B-,B,A-,C-,B
2026,Mary Amoateng,George Mason,A10,Freshman,A-,B,A+,A,A,B,B,B+,B+,A+,A+,A+,A,A+,A-,A-,A+,A+,A+,A,A,A+,A+,B-,A+,A,A+,B-,A+,A,A+,A,A
2026,Page Greenburg,George Mason,A10,Junior,B-,C+,A,B-,A-,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A,B+,A,B,B,A+,A-,C+,A-,B,A-,C+,A-,B+,A,C,B+
2026,Trinity Massenberg,George Mason,A10,Sophomore,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B,B-,B-,B+,B-,C,B-,C+,C+,C,B-,B+,A-,C-,B
2026,Zahirah Walton,George Mason,A10,Junior,A,B,A+,A+,A+,B,B+,A-,A-,A+,A+,A+,A,A+,A,A,A+,A+,A+,A,A,A+,A+,B,A+,A+,A+,B,A+,A,A,A+,A
2026,Alexia Araujo-Dagba,Georgetown,BE,Sophomore,B-,C,A-,B-,B+,C,C+,B-,B,A-,A,C+,B-,B,B-,B+,A-,B+,A,B,B,A,B+,C+,A-,B,B+,C+,A-,B+,A,C,B+
2026,Brianna Byars,Georgetown,BE,Junior,C,D,B+,C-,B-,D,D,D+,D,B+,B+,B,C,B+,C+,C+,B+,B-,B+,C,C,A,B,D-,B+,C+,B,D-,B+,C+,B+,C,C
2026,Cristen Carter,Georgetown,BE,Junior,B,C,A-,B,A-,C,C,B-,C+,A+,A+,A-,B,B+,B,B,A+,A-,A,B,B,A,A-,C-,A-,B+,A-,C,A-,B+,A,B,B+
2026,Destiny Agubata,Georgetown,BE,Sophomore,B+,B-,A+,A-,A,C+,B-,B,B,A+,A+,A+,A-,A,B+,B+,A-,A,A+,A-,B+,A+,A,C+,A+,A,A,C+,A+,A-,A+,A-,A-
2026,Indya Davis,Georgetown,BE,Sophomore,B,B-,A+,B+,A,B-,B-,B,A-,A,A,B-,B+,B+,B+,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,B+,A+,B-,A+,A-,A+,C+,A-
2026,Khadee Hession,Georgetown,BE,Sophomore,B,C,A-,B,A-,C+,C,B-,C+,A+,A+,B+,B+,B+,B,B,A-,A-,A,B+,B,A,A-,C,A-,B+,B+,C,A-,B+,A-,B,B+
2026,Khia Miller,Georgetown,BE,Junior,B-,C-,A,B-,B+,C,C,C+,C+,A+,A,A-,B,B,B,B,A+,B+,A,B,B,A+,A-,C-,A,B+,A-,C-,A,B+,A,B,B
2026,Summer Davis,Georgetown,BE,Sophomore,B,C,A,B,A-,C,C,B-,C+,A+,A+,A-,B,B+,B,B,A,A-,A,B,B,A+,A-,C-,A,B+,A-,C,A,B+,A,B,B+
2026,Colleen Phiri,George Washington,A10,Freshman,C+,D,B,C,B-,D,D,C-,D+,A-,B+,C-,C+,C+,C+,C+,B+,B-,B+,C+,C+,A-,B,D-,B+,C+,B,D,B+,B-,B+,C,C+
2026,Gabby Reynolds,George Washington,A10,Sophomore,B,C,A,B,A-,C+,C+,B-,B-,A+,A+,A,B+,A-,B+,B+,A-,A-,A+,B+,B,A+,A,C,A,B+,A,C,A,B+,A,B+,B+
2026,Jaeda Wilson,George Washington,A10,Sophomore,C+,D+,B,C+,B,D+,D+,C,C-,A,A-,B-,B-,B-,C+,B-,B+,B,B,C+,C+,A-,B,D,B,B,B-,D,B,B-,B,C+,B-
2026,Kamari Sims,George Washington,A10,Junior,C+,D,B,C,B-,D,D+,C-,D+,A-,A-,B-,C+,B-,C+,B-,B,B,B+,C+,C+,A-,B,D,B,B-,B,D,B,B-,B,C+,C+
2026,Mia James,George Washington,A10,Freshman,D,D-,C-,D,C-,D-,D-,D-,D-,B-,C+,D+,D,C,D+,C-,B,C,C,D+,D+,B-,C-,F,C-,D+,C-,F,C,D+,C,D,D+
2026,Payton Dulin,George Washington,A10,Freshman,C+,C-,C+,C,B+,C-,C-,C,B-,B+,B+,C-,C+,B-,C+,B,B+,B-,C+,C+,B-,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2026,Sara Lewis,George Washington,A10,Junior,B-,D+,B+,C+,B+,D+,C-,C+,C,A+,A,C+,B-,B,B,B-,A-,B+,B+,B-,B-,A,B,D+,B+,B,B,D+,B+,B,A,B-,B
2026,Tanah Becker,George Washington,A10,Sophomore,B-,C-,A,B-,B+,C-,C-,C+,C,A+,A,A-,B,B+,B-,B,B+,B+,A,B-,B-,A+,A-,D+,A,B,A-,D+,A,B,A,B,B
2026,Dani Carnegie,Georgia,SEC,Sophomore,A+,A,A+,A+,A+,A,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A-,A+,A+,A+,A+,A+
2026,Enjulina Gonzalez,Georgia,SEC,Junior,B,C,A,B,A-,C+,C+,B-,B-,A+,A+,A,B+,B+,B,B+,B+,A-,A+,B+,B,A+,A,C,A,B+,A,C,A,B+,A+,B+,B+
