season,player_name,team,position,class,draft_pick,age,listed_height,statistical_height,height_delta_inches,height_delta_percentile,feel_plus,feel_plus_percentile,rimfluence,rimfluence_off,rimfluence_def,rimfluence_percentile,poss_created_100,poss_created_100_percentile,gp,mpg,min_pct
2026,Madison Davis,Western Illinois,F,So,,19.5,"5'10""","6'0""",2.41,90.37,150.71,94.51,N/A,N/A,N/A,,15.64,32.3,29.0,18.9,48.5
2026,Katelyn Eggena,Western Illinois,F,Fr,,18.5,"6'1""",N/A,,,64.0,10.5,N/A,N/A,N/A,,22.58,77.43,16.0,4.8,5.2
2026,Zalissa Finley,Cal St. Bakersfield,F,Jr,,20.5,"6'1""",N/A,,,80.37,26.84,N/A,N/A,N/A,,10.89,7.27,27.0,7.5,17.4
2026,Lucia Noin,Central Connecticut,G,Sr,,21.5,"6'0""","5'11""",-1.24,26.25,88.43,37.21,N/A,N/A,N/A,,29.27,96.06,29.0,32.9,82.3
2026,Dagny Slomack,UMBC,G,So,,19.5,"5'6""",N/A,,,59.84,7.6,N/A,N/A,N/A,,15.21,29.13,29.0,14.6,33.8
2026,Ilektra Lykaki,Central Connecticut,F,So,,19.5,"5'9""",N/A,,,52.79,4.04,N/A,N/A,N/A,,7.67,1.19,19.0,6.3,10.3
2026,Kloe Froebe,Colorado St.,F,So,,19.5,"5'8""","6'0""",4.28,99.39,164.03,97.09,N/A,N/A,N/A,,25.12,87.33,34.0,29.0,73.4
2026,Tanah Becker,George Washington,F,So,,19.5,"6'1""","6'1""",-0.39,41.08,145.27,92.91,N/A,N/A,N/A,,8.79,2.27,35.0,26.7,66.4
2026,Lexi Blue,Kentucky,F,So,,19.5,"6'2""","5'10""",-3.73,2.85,75.09,20.6,N/A,N/A,N/A,,12.18,12.0,28.0,10.9,23.0
2026,Savanna Creal,Vermont,F,So,,19.5,"6'0""","6'0""",-0.35,41.81,103.08,56.97,N/A,N/A,N/A,,12.45,13.28,31.0,9.8,21.8
2026,McKenna Murphy,Colorado St.,F,Fr,,18.5,"5'11""","5'10""",-0.87,32.1,104.64,59.08,N/A,N/A,N/A,,18.53,52.79,34.0,13.7,33.7
2026,Taylor Holohan,Northeastern,F,So,,19.5,"6'0""","6'1""",0.73,62.98,107.42,62.94,N/A,N/A,N/A,,16.24,36.97,28.0,19.4,45.8
2026,Alyssa Staten,Northeastern,F,So,,19.5,"6'2""","6'0""",-1.53,21.76,89.56,38.88,N/A,N/A,N/A,,16.63,39.79,23.0,16.1,31.2
2026,Jasmine Bascoe,Villanova,G,So,,19.5,"5'7""",N/A,,,127.85,83.94,N/A,N/A,N/A,,40.04,99.84,33.0,32.5,81.3
2026,Zaria Glover,Alabama A&M,F,Sr,,21.5,"5'10""",N/A,,,81.96,28.78,N/A,N/A,N/A,,13.58,18.54,6.0,11.4,5.0
2026,Ashna Tambe,Penn,F,So,,19.5,"5'7""",N/A,,,97.09,48.76,N/A,N/A,N/A,,20.41,66.08,23.0,7.0,15.3
2026,Gabriela Bendeck-Giron,Kennesaw St.,G,Sr,,21.5,"5'4""",N/A,,,80.96,27.68,N/A,N/A,N/A,,15.69,32.76,14.0,10.3,13.1
2026,Laila Robinson,Prairie View A&M,F,So,,19.5,"6'0""","6'1""",0.82,64.8,116.88,74.09,N/A,N/A,N/A,,10.63,6.52,11.0,11.1,10.9
2026,Martina Borrellas,Albany,F,So,,19.5,"6'1""","6'0""",-0.66,36.4,102.13,55.76,N/A,N/A,N/A,,21.75,73.18,29.0,33.3,82.4
2026,Delanie Hill,Albany,G,So,,19.5,"5'7""",N/A,,,100.88,54.16,N/A,N/A,N/A,,25.02,86.97,29.0,34.2,84.7
2026,CJ Wilson,Prairie View A&M,G,So,,19.5,"5'9""","5'11""",2.08,86.16,118.68,76.06,N/A,N/A,N/A,,27.25,92.79,27.0,34.2,82.5
2026,Haley Wright,Long Beach St.,F,So,,19.5,"6'3""","5'10""",-5.5,0.35,80.05,26.43,N/A,N/A,N/A,,11.02,7.58,21.0,10.2,18.2
2026,Payton Dunbar,Providence,G,So,,19.5,"5'11""","5'9""",-1.92,16.6,59.73,7.51,N/A,N/A,N/A,,18.86,55.07,33.0,21.7,54.1
2026,Sophia Zufelt,UT Rio Grande Valley,F,So,,19.5,"5'8""",N/A,,,115.14,72.44,N/A,N/A,N/A,,17.61,46.45,17.0,4.7,5.5
2026,Sarah Baker,Youngstown St.,F,Fr,,18.5,"6'2""","6'0""",-2.03,15.22,88.51,37.36,N/A,N/A,N/A,,27.41,93.03,33.0,24.8,63.2
2026,Grace Nelson,Illinois St.,G,So,,19.5,"5'10""","5'9""",-0.55,38.53,97.06,48.73,N/A,N/A,N/A,,16.29,37.14,38.0,17.5,42.8
2026,Ciniya Moore,Yale,G,So,,19.5,"5'10""","5'10""",-0.32,42.3,72.15,17.8,N/A,N/A,N/A,,25.87,89.28,27.0,34.9,86.2
2026,Amiyah Donaldson,Maine,F,Sr,,21.5,"5'7""",N/A,,,70.39,15.81,N/A,N/A,N/A,,13.56,18.46,23.0,8.3,14.8
2026,Aminata Tal,Presbyterian,G,Sr,,21.5,"5'8""","5'10""",1.96,84.54,63.38,9.99,N/A,N/A,N/A,,27.78,93.67,28.0,19.5,49.2
2026,Daniella Velez,Presbyterian,G,So,,19.5,"5'5""",N/A,,,67.22,13.11,N/A,N/A,N/A,,15.18,28.88,28.0,24.1,60.8
2026,Destinee Salgado,Little Rock,F,So,,19.5,"6'2""","6'0""",-2.06,14.94,92.71,43.38,N/A,N/A,N/A,,21.73,73.0,29.0,22.3,56.9
2026,Kendal Robinson,UT Arlington,G,So,,19.5,"5'10""","5'10""",-0.03,47.83,96.17,47.65,N/A,N/A,N/A,,20.13,64.61,26.0,17.0,33.1
2026,Destiny Agubata,Georgetown,F,So,,19.5,"5'11""","6'0""",1.37,74.86,128.2,84.24,N/A,N/A,N/A,,24.51,85.61,31.0,20.6,51.0
2026,Jordan Lee,Texas,G,So,,19.5,"6'0""","5'11""",-0.75,34.63,123.09,80.26,N/A,N/A,N/A,,20.27,65.49,39.0,31.7,79.4
2026,Ariel Little,St. John's,G,So,,19.5,"5'4""",N/A,,,92.05,42.35,N/A,N/A,N/A,,24.16,84.39,22.0,8.7,14.1
2026,Bryanna Preston,Texas,G,So,,19.5,"5'9""","5'11""",1.82,82.86,170.96,97.92,N/A,N/A,N/A,,22.8,78.46,30.0,14.2,27.4
2026,Wesleigh Fergsuon,Mount St. Mary's,F,So,,19.5,"6'0""","6'0""",-0.46,40.01,152.38,95.0,N/A,N/A,N/A,,10.17,5.07,26.0,17.7,38.1
2026,Nyodie Guerard,Mount St. Mary's,G,So,,19.5,"5'8""","5'9""",1.29,73.46,79.82,26.13,N/A,N/A,N/A,,20.9,68.59,30.0,12.6,31.2
2026,Taj Hunter,Western Carolina,G,So,,19.5,"5'8""","5'10""",2.27,88.62,72.9,18.54,N/A,N/A,N/A,,23.31,80.97,26.0,29.7,76.7
2026,Madison Ruff,Winthrop,G,So,,19.5,"5'9""","5'11""",2.38,89.95,104.94,59.72,N/A,N/A,N/A,,22.49,76.89,29.0,26.6,68.7
2026,Kayce Hyman,Bellarmine,F,So,,19.5,"5'10""","5'10""",-0.26,43.32,75.08,20.58,N/A,N/A,N/A,,23.23,80.6,31.0,31.7,79.9
2026,Helen Holley,San Diego,F,So,,19.5,"6'0""","6'0""",0.42,56.4,111.8,69.05,N/A,N/A,N/A,,11.54,9.3,31.0,18.1,44.7
2026,Sinai Douglas,Florida Gulf Coast,G,So,,19.5,"5'4""",N/A,,,142.05,91.78,N/A,N/A,N/A,,28.02,94.09,30.0,31.9,80.8
2026,Callie Levin,Iowa,G,So,,19.5,"5'9""",N/A,,,117.64,74.95,N/A,N/A,N/A,,15.89,34.39,19.0,6.1,9.0
2026,Aaliyah Guyton,Illinois,G,So,,19.5,"5'7""",N/A,,,101.45,54.88,N/A,N/A,N/A,,19.81,62.4,30.0,20.7,45.6
2026,Phoenix Stotijn,Indiana,G,So,,19.5,"5'9""","5'9""",0.14,51.32,43.89,1.61,N/A,N/A,N/A,,15.74,33.18,24.0,14.3,26.7
2026,Teresa Mbemba,Northern Illinois,F,Sr,,21.5,"5'11""","5'11""",0.47,57.37,92.26,42.91,N/A,N/A,N/A,,19.8,62.32,28.0,19.7,45.8
2026,Winner Bartholomew,Pacific,F,So,,19.5,"6'1""","5'11""",-1.77,18.48,90.96,40.87,N/A,N/A,N/A,,28.09,94.19,28.0,24.3,59.6
2026,Salma Khedr,Western Kentucky,G,So,,19.5,"6'1""","6'0""",-0.95,30.52,108.22,64.12,N/A,N/A,N/A,,28.2,94.41,26.0,23.6,54.8
2026,Summer Davis,Georgetown,G,So,,19.5,"5'10""","5'11""",0.67,61.55,110.4,67.11,N/A,N/A,N/A,,20.67,67.41,27.0,16.5,35.6
2026,Katie Fiso,Oregon,G,So,,19.5,"5'11""","5'11""",0.06,49.41,120.56,77.78,N/A,N/A,N/A,,35.84,99.55,36.0,32.1,79.2
2026,Ehis Etute,Oregon,F,So,,19.5,"6'0""","6'4""",3.91,98.72,185.55,98.91,N/A,N/A,N/A,,27.15,92.57,35.0,23.9,57.2
2026,Trinity Turner,Georgia,G,So,,19.5,"5'6""",N/A,,,124.05,81.29,N/A,N/A,N/A,,26.17,90.01,32.0,33.4,82.5
2026,Kayla Nelms,Baylor,F,So,,19.5,"6'1""","6'2""",0.81,64.57,124.02,81.17,N/A,N/A,N/A,,19.28,58.32,29.0,9.5,20.1
2026,Waiata Jennings,Alabama,G,Sr,,21.5,"5'9""",N/A,,,68.11,13.94,N/A,N/A,N/A,,19.44,59.72,27.0,6.7,12.9
2026,Anaya Hardy,Louisville,F,So,,19.5,"6'3""","6'3""",0.07,49.71,182.32,98.73,N/A,N/A,N/A,,18.33,51.54,35.0,11.3,26.5
2026,Rebekah Graves,Louisville,F,So,,19.5,"5'6""",N/A,,,49.18,2.89,N/A,N/A,N/A,,13.81,19.79,18.0,5.9,7.1
2026,Kiara Williams,La Salle,F,So,,19.5,"6'0""","6'1""",0.75,63.41,111.62,68.88,N/A,N/A,N/A,,26.93,92.15,32.0,22.4,56.3
2026,Mackenly Randolph,Louisville,F,So,,19.5,"6'0""","6'1""",0.89,66.15,130.41,85.64,N/A,N/A,N/A,,16.42,38.19,37.0,25.0,61.8
2026,Ava Miller,North Dakota,F,So,,19.5,"6'2""","6'1""",-1.38,24.32,60.99,8.44,N/A,N/A,N/A,,18.36,51.81,28.0,25.4,64.0
2026,Izela Arenas,Kansas St.,G,So,,19.5,"5'8""","5'10""",1.74,81.64,68.43,14.26,N/A,N/A,N/A,,22.0,74.43,24.0,17.4,29.8
2026,Audrey Shields,Providence,F,So,,19.5,"6'1""","5'11""",-1.93,16.46,87.73,36.2,N/A,N/A,N/A,,12.69,14.36,31.0,9.6,22.4
2026,Kiki Roberts,Tennessee St.,F,Sr,,21.5,"5'11""","6'1""",1.56,78.31,100.75,53.89,N/A,N/A,N/A,,14.5,24.71,29.0,24.9,62.3
2026,Mila Holloway,Michigan,G,So,,19.5,"5'10""","5'11""",1.41,75.56,111.35,68.59,N/A,N/A,N/A,,26.94,92.17,35.0,28.8,71.1
2026,Taliyah Parker,TCU,F,So,,19.5,"6'1""",N/A,,,79.58,25.79,N/A,N/A,N/A,,21.26,70.41,20.0,6.0,7.9
2026,Alli Dioli,Cal St. Bakersfield,G,Jr,,20.5,"5'9""",N/A,,,43.63,1.54,N/A,N/A,N/A,,16.41,38.1,18.0,3.8,5.8
2026,Heloisa Carrera,Arizona St.,F,Fr,,18.5,"6'2""","6'1""",-1.13,27.72,92.42,43.03,N/A,N/A,N/A,,17.51,45.74,35.0,26.6,66.1
2026,Taylor Caldwell,Charleston Southern,F,Sr,,21.5,"5'10""","5'9""",-1.02,29.44,32.27,0.41,N/A,N/A,N/A,,6.19,0.41,15.0,23.3,30.0
2026,Alli Harness,Western Michigan,F,So,,19.5,"5'6""",N/A,,,58.49,6.72,N/A,N/A,N/A,,16.44,38.37,28.0,22.9,57.3
2026,Chana Paxixe,High Point,F,Sr,,21.5,"5'8""","6'1""",4.55,99.64,149.94,94.34,N/A,N/A,N/A,,18.51,52.69,31.0,19.9,48.9
2026,Arek Angui,Auburn,C,Fr,,18.5,"6'8""","6'2""",-5.57,0.23,96.03,47.51,N/A,N/A,N/A,,11.69,9.96,20.0,8.8,13.6
2026,Claire Johnson,Nebraska,G,So,,19.5,"5'9""","5'10""",1.34,74.43,124.04,81.24,N/A,N/A,N/A,,18.75,54.43,31.0,10.5,25.4
2026,Corniya Clay,Canisius,G,So,,19.5,"5'5""",N/A,,,54.2,4.53,N/A,N/A,N/A,,11.48,9.15,29.0,24.9,61.4
2026,Danae Powell,Fresno St.,G,So,,19.5,"5'7""",N/A,,,105.13,59.99,N/A,N/A,N/A,,21.5,71.56,32.0,32.5,81.7
2026,Grace Okih,Wright St.,F,Sr,,21.5,"6'2""","6'1""",-0.9,31.33,106.32,61.51,N/A,N/A,N/A,,13.91,20.45,28.0,12.7,29.2
2026,Adeang Ring,Virginia,,So,,19.5,"6'5""","6'1""",-4.07,2.06,91.02,41.02,N/A,N/A,N/A,,17.19,43.45,29.0,11.7,24.2
2026,Myriam Traore,Robert Morris,F,So,,19.5,"6'3""","6'0""",-2.95,6.11,81.59,28.39,N/A,N/A,N/A,,19.91,63.21,28.0,31.4,79.5
2026,Mecca Alexander,San Jose St.,G,So,,19.5,"5'7""",N/A,,,67.93,13.67,N/A,N/A,N/A,,12.35,12.84,27.0,6.1,12.8
2026,Aiyanna Culver,Chicago St.,G,So,,19.5,"5'3""",N/A,,,83.44,30.75,N/A,N/A,N/A,,25.28,87.8,10.0,25.2,19.7
2026,Magdalena Winter,Illinois Chicago,F,So,,19.5,"6'4""","6'1""",-2.73,7.95,125.98,82.76,N/A,N/A,N/A,,15.56,31.63,28.0,22.7,49.5
2026,Kyara Champagne,Chicago St.,G,So,,19.5,"5'7""",N/A,,,89.2,38.42,N/A,N/A,N/A,,19.66,61.41,32.0,16.4,40.9
2026,Becca Ledford,West Georgia,F,Sr,,21.5,"5'7""",N/A,,,51.89,3.67,N/A,N/A,N/A,,10.77,6.89,21.0,6.0,8.9
2026,Aili Tanke,Iowa St.,F,So,,19.5,"5'11""",N/A,,,103.7,57.75,N/A,N/A,N/A,,9.34,3.13,12.0,7.2,6.9
2026,Grace O'Gara,West Georgia,G,Jr,,20.5,"5'5""",N/A,,,125.25,81.98,N/A,N/A,N/A,,18.73,54.24,28.0,36.7,88.4
2026,Amiah Hargrove,Nebraska,F,So,,19.5,"6'2""","6'1""",-1.26,25.9,107.32,62.74,N/A,N/A,N/A,,20.68,67.43,31.0,24.3,59.0
2026,Londyn Oliphant,Incarnate Word,G,Fr,,18.5,"5'6""",N/A,,,95.87,47.19,N/A,N/A,N/A,,15.81,33.8,24.0,19.7,41.6
2026,Maria Sánchez Pitarch,Northeastern,G,So,,19.5,"5'8""","5'10""",1.56,78.31,80.24,26.7,N/A,N/A,N/A,,13.83,19.86,28.0,17.1,40.4
2026,Jordan Reid,Purdue Fort Wayne,G,Sr,,21.5,"5'10""","6'0""",1.5,77.2,158.04,96.01,N/A,N/A,N/A,,21.67,72.67,34.0,30.9,77.5
2026,Maya Summerville,Northeastern,F,So,,19.5,"6'0""","5'11""",-0.8,33.69,149.27,94.21,N/A,N/A,N/A,,15.92,34.56,19.0,14.8,23.7
2026,Safi Kolliegbo,Delaware,G,Jr,,20.5,"5'9""","5'11""",1.53,77.86,110.49,67.26,N/A,N/A,N/A,,18.86,55.02,27.0,28.8,61.5
2026,Success Prysock,Morgan St.,F,Sr,,21.5,"6'0""","5'11""",-0.88,31.78,79.6,25.81,N/A,N/A,N/A,,9.65,3.75,21.0,13.5,22.9
2026,Ileana Feliz,Canisius,F,So,,19.5,"6'1""","5'11""",-1.7,19.47,88.59,37.51,N/A,N/A,N/A,,18.56,53.03,29.0,10.7,26.4
2026,Teodora Ivanovic,Mount St. Mary's,F,So,,19.5,"6'3""","6'0""",-3.3,4.18,86.34,34.53,N/A,N/A,N/A,,23.2,80.38,17.0,8.7,12.2
2026,Alliance Ndiba,Cincinnati,F,Sr,,21.5,"6'3""","6'3""",-0.03,47.83,126.43,83.01,N/A,N/A,N/A,,15.19,28.91,30.0,13.4,32.8
2026,Allie Ziebell,Connecticut,G,So,,19.5,"6'0""","5'11""",-0.57,38.06,163.13,96.94,N/A,N/A,N/A,,16.0,35.15,39.0,18.0,44.9
2026,JaMya Robinson,Longwood,F,Sr,,21.5,"5'11""","5'11""",-0.14,45.3,100.28,53.43,N/A,N/A,N/A,,13.39,17.53,28.0,23.4,58.1
2026,Sabrina Larsson,UMass Lowell,F,Sr,,21.5,"5'8""","5'10""",1.92,84.14,61.54,8.78,N/A,N/A,N/A,,14.19,22.59,26.0,32.8,83.0
2026,Madi Hawk,Wofford,G,So,,19.5,"5'10""","5'9""",-0.89,31.56,80.8,27.43,N/A,N/A,N/A,,9.18,2.99,19.0,9.4,14.7
2026,Molly Masingale,Wofford,F,So,,19.5,"5'9""","5'11""",2.04,85.55,126.83,83.35,N/A,N/A,N/A,,16.36,37.73,21.0,29.8,64.1
2026,Victoria Morris,North Carolina Central,F,So,,19.5,"5'9""","6'0""",2.73,94.29,111.24,68.44,N/A,N/A,N/A,,16.91,41.61,24.0,10.9,23.8
2026,Shakiria Foster,North Carolina Central,F,So,,19.5,"5'8""","5'10""",2.17,87.35,60.82,8.29,N/A,N/A,N/A,,17.21,43.57,14.0,13.1,16.8
2026,Dianna Blake,North Carolina Central,F,So,,19.5,"6'0""","6'0""",0.12,50.8,87.78,36.28,N/A,N/A,N/A,,11.19,8.05,27.0,16.4,40.1
2026,Olivia Olson,Michigan,F,So,,19.5,"6'1""","6'1""",-0.38,41.27,130.86,86.06,N/A,N/A,N/A,,27.59,93.38,35.0,31.2,76.8
2026,Lily Zeinstra,Butler,G,So,,19.5,"5'11""","5'11""",-0.48,39.64,99.14,51.83,N/A,N/A,N/A,,19.32,58.61,31.0,28.6,71.2
2026,Lily Carmody,Boston College,G,So,,19.5,"5'11""","5'11""",0.11,50.56,106.62,61.98,N/A,N/A,N/A,,24.92,86.67,30.0,28.9,69.6
2026,Jocelyn Land,Montana,F,So,,19.5,"6'0""","5'11""",-0.57,38.06,57.74,6.15,N/A,N/A,N/A,,19.87,62.91,30.0,28.2,70.2
2026,TreShondra Williams,Marshall,F,Sr,,21.5,"6'2""","6'0""",-2.08,14.61,62.95,9.72,N/A,N/A,N/A,,14.34,23.7,30.0,9.9,20.3
2026,Alayna West,DePaul,G,Fr,,18.5,"5'10""","6'0""",2.04,85.55,132.73,87.19,N/A,N/A,N/A,,29.52,96.47,32.0,20.0,49.9
2026,Jordan Zubich,North Carolina,G,So,,19.5,"5'11""",N/A,,,40.9,1.12,N/A,N/A,N/A,,14.5,24.75,17.0,6.7,7.8
2026,Blanca Thomas,North Carolina,F,So,,19.5,"6'5""",N/A,,,80.78,27.38,N/A,N/A,N/A,,16.88,41.27,20.0,7.0,9.6
2026,Lanie Grant,North Carolina,G,So,,19.5,"5'9""","5'10""",0.91,66.46,82.16,28.91,N/A,N/A,N/A,,18.61,53.3,34.0,29.1,67.7
2026,Talayah Walker,Georgia Tech,F,So,,19.5,"5'10""","6'0""",2.1,86.47,123.85,81.02,N/A,N/A,N/A,,27.1,92.47,33.0,32.0,79.2
2026,Vitoria Santana,Penn St.,G,Sr,,21.5,"5'8""","5'10""",1.55,78.12,64.94,11.31,N/A,N/A,N/A,,12.12,11.76,28.0,13.0,31.2
2026,Cali Smallwood,UAB,F,Jr,,20.5,"5'9""","5'10""",0.97,67.82,48.96,2.81,N/A,N/A,N/A,,16.21,36.72,29.0,34.8,85.7
2026,Daviane Mindoudi,Florida,F,So,,19.5,"6'1""","5'11""",-2.42,11.14,52.64,4.02,N/A,N/A,N/A,,8.62,2.0,26.0,11.1,21.9
2026,Kaylynn Janes,Northern Iowa,G,So,,19.5,"6'0""","5'10""",-2.5,10.29,62.77,9.55,N/A,N/A,N/A,,16.96,41.86,32.0,20.5,51.0
2026,Elise Jaeger,Northern Iowa,F,So,,19.5,"6'1""","6'1""",0.1,50.35,108.79,64.71,N/A,N/A,N/A,,18.67,53.87,31.0,30.8,74.4
2026,Irene Noya Catoira,Illinois,F,So,,19.5,"6'3""",N/A,,,144.43,92.52,N/A,N/A,N/A,,13.93,20.65,17.0,5.5,7.3
2026,Miriam Diala,Toledo,F,So,,19.5,"6'1""","6'0""",-0.6,37.53,103.36,57.38,N/A,N/A,N/A,,18.12,50.11,29.0,21.3,50.4
2026,Khloe Miller,Temple,F,Fr,,18.5,"6'3""",N/A,,,77.64,23.4,N/A,N/A,N/A,,13.92,20.6,21.0,6.1,9.9
2026,Taye Matthews,Colgate,F,So,,19.5,"5'9""","5'11""",2.13,86.87,76.25,21.93,N/A,N/A,N/A,,28.87,95.69,27.0,15.4,33.5
2026,Allison Schwertner,Boston University,F,So,,19.5,"6'3""","6'0""",-2.97,5.92,73.6,19.13,N/A,N/A,N/A,,15.31,29.67,30.0,19.2,46.8
2026,Hildur Gunnsteinsdóttir,Boston University,G,So,,19.5,"5'10""","5'10""",0.06,49.41,96.89,48.44,N/A,N/A,N/A,,17.16,43.28,30.0,24.3,60.2
2026,Channing Warren,Furman,F,Fr,,18.5,"6'3""","6'0""",-2.86,6.84,73.93,19.42,N/A,N/A,N/A,,11.06,7.65,11.0,12.3,13.3
2026,Lola Donez,California,G,So,,19.5,"5'11""","5'10""",-0.99,29.98,102.47,56.2,N/A,N/A,N/A,,9.44,3.26,36.0,16.3,40.2
2026,Zahra King,SMU,G,So,,19.5,"5'10""","5'10""",-0.1,46.46,92.2,42.74,N/A,N/A,N/A,,25.29,87.85,30.0,29.2,73.1
2026,Joi Johnson,Fairleigh Dickinson,F,So,,19.5,"5'11""","6'1""",2.13,86.87,118.25,75.61,N/A,N/A,N/A,,20.01,63.97,33.0,8.0,19.2
2026,Eli Clark,Le Moyne,G,So,,19.5,"5'8""","5'9""",1.13,70.23,74.39,19.94,N/A,N/A,N/A,,22.25,75.81,28.0,30.1,65.6
2026,Emily Eadie,Princeton,F,So,,19.5,"6'1""","6'1""",-0.3,42.73,109.0,65.07,N/A,N/A,N/A,,15.82,33.85,30.0,8.8,21.8
2026,Addisen Mastriano,Detroit Mercy,F,So,,19.5,"6'3""","5'11""",-4.44,1.42,75.81,21.41,N/A,N/A,N/A,,17.85,48.32,28.0,11.6,26.0
2026,Deja Young,Rutgers,G,Sr,,21.5,"5'9""",N/A,,,97.61,49.55,N/A,N/A,N/A,,6.87,0.72,24.0,5.3,11.0
2026,Kiyomi McMiller,Penn St.,G,So,,19.5,"5'8""","5'11""",2.92,95.47,92.89,43.67,N/A,N/A,N/A,,37.77,99.79,29.0,33.1,82.4
2026,Zachara Perkins,Rutgers,F,So,,19.5,"6'3""","6'0""",-3.29,4.27,103.95,58.19,N/A,N/A,N/A,,20.99,69.13,25.0,32.3,69.6
2026,Lucía Martínez López,Xavier,F,So,,19.5,"6'0""","6'0""",-0.13,45.68,67.99,13.77,N/A,N/A,N/A,,9.51,3.35,21.0,10.3,18.1
2026,Madina Okot,South Carolina,F,Sr,,21.5,"6'6""","6'5""",-0.79,33.9,149.05,94.07,N/A,N/A,N/A,,22.79,78.39,39.0,23.2,56.5
2026,Morelia Chavez,Fresno St.,F,Sr,,21.5,"6'1""","5'11""",-1.9,17.04,59.89,7.63,N/A,N/A,N/A,,18.32,51.44,27.0,12.0,26.1
2026,Avary Cain,Oregon,G,So,,19.5,"6'1""","5'10""",-2.9,6.49,54.74,4.85,N/A,N/A,N/A,,14.05,21.51,36.0,14.4,35.5
2026,Maja Rohkohl,Duquesne,F,So,,19.5,"6'4""","6'2""",-2.04,15.08,147.97,93.75,N/A,N/A,N/A,,10.66,6.65,29.0,9.1,21.4
2026,Regina Yanez Enriquez,Gardner Webb,F,So,,19.5,"6'3""","6'2""",-1.36,24.67,104.24,58.56,N/A,N/A,N/A,,12.18,11.98,11.0,9.0,8.0
2026,Brenna Burk,Little Rock,G,So,,19.5,"5'7""",N/A,,,64.62,11.0,N/A,N/A,N/A,,16.6,39.47,29.0,29.0,73.2
2026,Mame Kane,Kennesaw St.,F,So,,19.5,"6'6""",N/A,,,59.28,7.16,N/A,N/A,N/A,,16.81,40.92,17.0,3.6,5.2
2026,Bailey Kuhns,Robert Morris,F,Sr,,21.5,"5'11""","6'0""",1.11,69.95,91.79,41.86,N/A,N/A,N/A,,24.76,86.25,28.0,23.0,57.8
2026,Ellery Minch,Murray St.,F,So,,19.5,"6'3""","5'10""",-4.69,0.95,65.01,11.34,N/A,N/A,N/A,,13.38,17.48,27.0,7.9,14.6
2026,Angela Williams,James Madison,F,So,,19.5,"6'0""","6'2""",1.55,78.12,84.52,31.95,N/A,N/A,N/A,,19.19,57.58,32.0,9.8,22.2
2026,Ellie Pingree,American,F,So,,19.5,"6'2""","5'11""",-3.16,5.05,57.1,5.96,N/A,N/A,N/A,,19.12,57.21,20.0,9.6,15.9
2026,Maddie Pounds,Hofstra,F,So,,19.5,"5'8""","5'9""",1.09,69.59,65.55,11.78,N/A,N/A,N/A,,10.16,5.05,15.0,8.8,9.5
2026,Elizabeth Lavoie,New Hampshire,F,So,,19.5,"5'11""","5'11""",-0.31,42.56,66.46,12.49,N/A,N/A,N/A,,15.24,29.21,28.0,27.7,69.7
2026,Britt Prince,Nebraska,G,So,,19.5,"5'11""","6'0""",0.8,64.37,129.6,85.07,N/A,N/A,N/A,,29.57,96.67,32.0,32.4,81.1
2026,Aaliyah Ibarra,Seattle,F,Sr,,21.5,"5'8""",N/A,,,31.43,0.36,N/A,N/A,N/A,,10.7,6.7,6.0,13.5,6.7
2026,Quinn Eubank,Belmont,F,So,,19.5,"6'0""","6'0""",-0.18,44.54,92.16,42.67,N/A,N/A,N/A,,12.86,15.02,32.0,28.3,70.0
2026,Tierney Kelsey,Indiana St.,G,So,,19.5,"5'6""",N/A,,,89.35,38.69,N/A,N/A,N/A,,29.52,96.45,31.0,27.9,69.8
2026,Rachel Griffin,North Carolina A&T,F,So,,19.5,"6'3""",N/A,,,111.79,69.03,N/A,N/A,N/A,,15.58,31.81,16.0,6.0,9.0
2026,Shania Nichols,Kennesaw St.,G,Jr,,20.5,"5'7""",N/A,,,76.61,22.25,N/A,N/A,N/A,,20.04,64.19,24.0,25.7,57.2
2026,Savannah Curry,Temple,G,So,,19.5,"5'11""","5'11""",-0.21,44.17,128.98,84.68,N/A,N/A,N/A,,18.27,51.07,28.0,25.9,55.9
2026,Destini Craig,IU Indy,F,So,,19.5,"5'10""","6'0""",1.67,80.46,123.02,80.23,N/A,N/A,N/A,,19.9,63.13,27.0,22.0,51.8
2026,Kristina Rakotobe,UNC Greensboro,F,So,,19.5,"5'11""","6'0""",0.64,60.6,90.43,39.86,N/A,N/A,N/A,,11.67,9.82,26.0,11.4,29.0
2026,Nya Smith,Purdue,G,So,,19.5,"5'0""",N/A,,,107.79,63.4,N/A,N/A,N/A,,23.13,80.06,30.0,23.9,59.4
2026,Jasmynne Gibson,UCF,F,So,,19.5,"6'1""","6'1""",-0.46,40.01,81.88,28.71,N/A,N/A,N/A,,13.51,18.22,20.0,14.1,23.2
2026,Laila Anderson,Elon,G,Sr,,21.5,"5'7""",N/A,,,99.1,51.76,N/A,N/A,N/A,,21.95,74.26,28.0,22.3,50.6
2026,Quinn Borroni,Mercyhurst,F,So,,19.5,"5'8""","5'10""",2.25,88.41,112.6,69.96,N/A,N/A,N/A,,11.66,9.72,17.0,9.0,11.9
2026,Allison Cannon,NJIT,G,So,,19.5,"5'9""","5'11""",2.38,89.95,116.77,73.94,N/A,N/A,N/A,,21.0,69.18,32.0,29.0,72.5
