season,player_name,team,position,class,draft_pick,age,listed_height,statistical_height,height_delta_inches,height_delta_percentile,feel_plus,feel_plus_percentile,rimfluence,rimfluence_off,rimfluence_def,rimfluence_percentile,poss_created_100,poss_created_100_percentile,gp,mpg,min_pct
2026,Hailey Smith,IU Indy,F,Jr,,20.5,"5'10""","6'0""",2.24,88.24,138.07,90.04,N/A,N/A,N/A,,22.78,78.37,28.0,28.1,69.0
2026,Abby Cater,Wichita St.,F,Sr,,21.5,"5'7""",N/A,,,100.32,53.5,N/A,N/A,N/A,,26.06,89.77,29.0,26.5,63.9
2026,La'Nya Foster,Georgia Tech,F,Jr,,20.5,"5'10""","5'11""",0.91,66.46,90.8,40.45,N/A,N/A,N/A,,21.09,69.52,32.0,23.4,56.1
2026,Bri Robinson,Northern Iowa,G,Jr,,20.5,"5'8""","5'11""",3.21,96.69,146.4,93.28,N/A,N/A,N/A,,25.67,88.91,24.0,23.1,43.2
2026,Keelie O'Hollaren,Air Force,F,Jr,,20.5,"5'10""","5'11""",0.81,64.57,62.87,9.64,N/A,N/A,N/A,,21.69,72.71,34.0,24.2,60.1
2026,Aicha Ndour,Georgia,F,Sr,,21.5,"6'6""","6'4""",-2.49,10.43,61.49,8.76,N/A,N/A,N/A,,14.44,24.29,26.0,8.0,16.7
2026,Natalie Johnson,Akron,G,Sr,,21.5,"5'8""","5'10""",2.28,88.76,69.14,14.75,N/A,N/A,N/A,,22.5,76.99,26.0,16.3,35.6
2026,Myonna Hooper,Detroit Mercy,G,Sr,,21.5,"5'4""",N/A,,,71.52,16.94,N/A,N/A,N/A,,18.66,53.75,30.0,23.2,57.5
2026,Laci Steele,Wisconsin,F,Jr,,20.5,"5'11""","5'11""",0.03,48.82,83.08,30.14,N/A,N/A,N/A,,15.43,30.7,34.0,23.1,56.6
2026,Caitlin Weimar,Virginia,F,Sr,,21.5,"6'4""","6'3""",-1.44,23.2,121.32,78.61,N/A,N/A,N/A,,14.54,25.0,34.0,22.1,53.6
2026,Zoe Brooks,N.C. State,G,Jr,,20.5,"5'10""","5'11""",1.42,75.73,145.18,92.89,N/A,N/A,N/A,,29.32,96.15,31.0,32.9,78.8
2026,Raegan McCowan,Western Illinois,F,Jr,,20.5,"5'11""",N/A,,,94.21,45.44,N/A,N/A,N/A,,34.63,99.3,7.0,23.8,14.5
2026,Katie Donovan,Davidson,G,Jr,,20.5,"5'11""","5'11""",-0.26,43.32,96.49,48.02,N/A,N/A,N/A,,16.95,41.78,32.0,33.6,80.3
2026,Chloe Oliver,Stony Brook,G,Jr,,20.5,"5'8""","5'10""",1.84,83.08,83.21,30.36,N/A,N/A,N/A,,15.37,30.26,30.0,21.8,54.4
2026,McKayla Miller,Lipscomb,F,Jr,,20.5,"6'1""","6'0""",-0.76,34.39,61.69,8.86,N/A,N/A,N/A,,22.11,74.98,27.0,32.6,80.7
2026,Fatima Diakhate,Pittsburgh,F,Jr,,20.5,"6'5""","6'2""",-3.26,4.41,98.81,51.27,N/A,N/A,N/A,,16.42,38.22,30.0,30.8,76.5
2026,Chloe Sterling,Hofstra,G,Sr,,21.5,"5'7""",N/A,,,107.47,62.96,N/A,N/A,N/A,,29.39,96.3,26.0,30.9,63.0
2026,Nalani Kaysia,Providence,F,Sr,,21.5,"6'2""","6'2""",-0.47,39.78,107.19,62.64,N/A,N/A,N/A,,14.17,22.37,21.0,17.3,27.5
2026,Cam Mathews,Tennessee Tech,G,Sr,,21.5,"5'7""",N/A,,,80.9,27.56,N/A,N/A,N/A,,15.6,31.95,27.0,30.0,75.8
2026,Abbey Ferguson,Colgate,F,Sr,,21.5,"5'11""","5'11""",0.14,51.32,64.59,10.97,N/A,N/A,N/A,,7.63,1.14,30.0,33.5,82.6
2026,Paris Clark,Virginia,G,Sr,,21.5,"5'8""","6'0""",3.77,98.51,144.74,92.64,N/A,N/A,N/A,,21.33,70.72,34.0,29.9,72.2
2026,Genevive Wedemeyer,Siena,G,Jr,,20.5,"5'8""","5'10""",2.36,89.75,100.49,53.65,N/A,N/A,N/A,,19.28,58.34,20.0,28.9,47.9
2026,Meredith Mayes,Abilene Christian,F,Jr,,20.5,"6'3""","6'2""",-0.8,33.69,167.24,97.53,N/A,N/A,N/A,,22.53,77.16,13.0,28.4,33.2
2026,Faith Lee,Missouri St.,F,Sr,,21.5,"5'11""","5'10""",-0.73,35.01,66.58,12.64,N/A,N/A,N/A,,19.72,61.83,36.0,22.3,55.5
2026,Claire Simmons,Grambling St.,F,Sr,,21.5,"5'10""","5'10""",-0.28,42.96,73.68,19.25,N/A,N/A,N/A,,14.85,26.79,25.0,9.0,17.4
2026,Tiny Lewis,Eastern Illinois,G,Sr,,21.5,"5'6""",N/A,,,95.58,46.87,N/A,N/A,N/A,,19.66,61.44,28.0,29.0,64.8
2026,Adriana Arroyo,Eastern Illinois,G,So,,19.5,"5'9""","5'9""",0.38,55.74,58.26,6.45,N/A,N/A,N/A,,21.27,70.45,22.0,8.1,14.2
2026,Janiah Barker,Tennessee,F,Sr,,21.5,"6'4""","6'2""",-2.41,11.28,99.99,52.89,N/A,N/A,N/A,,25.21,87.58,27.0,23.9,55.4
2026,Ruthie Loomis-Goltl,Northern Colorado,F,So,,19.5,"6'3""","6'2""",-1.48,22.41,99.07,51.73,N/A,N/A,N/A,,13.16,16.52,28.0,10.2,21.8
2026,Georgia Cox,Evansville,F,So,,19.5,"6'4""","5'11""",-4.75,0.9,60.76,8.24,N/A,N/A,N/A,,29.83,96.92,35.0,13.6,33.7
2026,Mya Williams,Austin Peay,G,Sr,,21.5,"5'8""","5'9""",1.41,75.56,79.43,25.54,N/A,N/A,N/A,,19.54,60.41,29.0,23.8,56.5
2026,Crystal Henderson,Georgia St.,G,Jr,,20.5,"5'4""",N/A,,,127.76,83.92,N/A,N/A,N/A,,35.24,99.47,27.0,32.6,75.6
2026,Ayanna Jackson,Texas Southern,F,Jr,,20.5,"6'0""","5'11""",-1.45,22.99,111.06,68.02,N/A,N/A,N/A,,16.06,35.71,27.0,20.4,51.4
2026,Lili Krasovec,Purdue Fort Wayne,F,Jr,,20.5,"6'3""","6'2""",-1.11,28.16,102.49,56.28,N/A,N/A,N/A,,24.55,85.76,34.0,23.3,58.4
2026,Timberlynn Yeast,Marshall,F,So,,19.5,"5'9""","6'0""",2.51,92.14,183.38,98.81,N/A,N/A,N/A,,16.59,39.37,35.0,27.0,67.1
2026,Kaitlyn Adams,Delaware St.,F,Jr,,20.5,"5'10""","5'11""",1.28,73.3,72.86,18.42,N/A,N/A,N/A,,18.08,49.84,15.0,13.9,18.2
2026,Eghosa Obasuyi,Georgia St.,G,Jr,,20.5,"5'5""",N/A,,,70.68,16.18,N/A,N/A,N/A,,17.59,46.18,28.0,13.6,32.0
2026,Sydney Bolden,IU Indy,G,Sr,,21.5,"5'8""","5'11""",2.64,93.49,103.0,56.89,N/A,N/A,N/A,,18.28,51.14,29.0,21.6,54.3
2026,Logan Nissley,Nebraska,G,Jr,,20.5,"6'0""","5'11""",-1.38,24.32,110.6,67.41,N/A,N/A,N/A,,20.28,65.57,30.0,22.5,52.8
2026,Jessica Petrie,Nebraska,F,Jr,,20.5,"6'2""","6'2""",-0.41,40.79,89.63,39.05,N/A,N/A,N/A,,24.42,85.2,30.0,23.1,54.2
2026,Kate Hollifield,UNC Wilmington,G,Jr,,20.5,"5'10""","5'10""",-0.35,41.81,134.39,88.12,N/A,N/A,N/A,,18.81,54.8,8.0,24.7,16.4
2026,Sa'lah Hemingway,Howard,F,Jr,,20.5,"6'0""","5'11""",-0.77,34.16,118.35,75.66,N/A,N/A,N/A,,13.87,20.09,34.0,19.0,47.4
2026,Jayla Hearp,East Carolina,F,Sr,,21.5,"5'9""","5'11""",2.24,88.24,102.14,55.79,N/A,N/A,N/A,,19.4,59.4,32.0,23.9,58.9
2026,Samora Watson,Texas A&M Corpus Chris,G,Sr,,21.5,"5'6""",N/A,,,106.44,61.83,N/A,N/A,N/A,,26.04,89.74,21.0,28.9,54.1
2026,Madison Naro,UC Santa Barbara,G,Jr,,20.5,"5'7""",N/A,,,110.25,66.84,N/A,N/A,N/A,,22.27,75.93,26.0,31.7,72.0
2026,Ny'Ceara Pryor,Texas A&M,G,Sr,,21.5,"5'3""",N/A,,,176.57,98.42,N/A,N/A,N/A,,41.96,99.96,27.0,33.5,83.3
2026,Deja Evans,Drexel,F,Jr,,20.5,"6'2""","6'2""",0.18,52.05,116.81,74.02,N/A,N/A,N/A,,22.49,76.94,31.0,26.1,64.7
2026,Ali Stephens,Nebraska Omaha,F,Jr,,20.5,"5'11""","5'10""",-1.02,29.44,36.22,0.7,N/A,N/A,N/A,,16.6,39.4,31.0,28.9,73.2
2026,Alaina Williams,UMBC,F,Jr,,20.5,"6'1""","6'0""",-0.72,35.22,113.31,70.8,N/A,N/A,N/A,,13.18,16.7,30.0,21.7,53.8
2026,Mikayla Aumer,North Dakota,G,Sr,,21.5,"5'9""","5'9""",0.38,55.74,51.52,3.6,N/A,N/A,N/A,,18.63,53.48,28.0,20.5,51.8
2026,J'Adore Young,Mississippi,F,So,,19.5,"6'4""",N/A,,,91.6,41.76,N/A,N/A,N/A,,11.12,7.8,29.0,7.8,15.7
2026,Mickayla Perdue,Arizona,G,Sr,,21.5,"5'6""",N/A,,,70.98,16.5,N/A,N/A,N/A,,21.32,70.68,15.0,33.3,41.4
2026,Takaya Walters-Norman,Alabama St.,F,Jr,,20.5,"6'0""","6'2""",1.86,83.29,84.74,32.3,N/A,N/A,N/A,,10.98,7.46,25.0,8.2,17.3
2026,Cierra Pearson,Central Connecticut,F,Sr,,21.5,"5'8""","5'11""",2.51,92.14,112.79,70.31,N/A,N/A,N/A,,14.54,24.98,28.0,31.6,76.3
2026,Darianna Littlepage-Buggs,Baylor,F,Sr,,21.5,"6'1""","6'2""",1.06,69.19,117.55,74.9,N/A,N/A,N/A,,20.61,67.21,34.0,29.2,72.6
2026,Carla Brito,South Florida,F,Sr,,21.5,"5'11""","6'1""",1.81,82.63,109.57,65.93,N/A,N/A,N/A,,20.14,64.64,28.0,32.5,70.8
2026,Marina Asensio,Utah St.,G,Sr,,21.5,"5'8""","5'9""",1.45,76.06,94.68,46.15,N/A,N/A,N/A,,28.4,94.78,13.0,30.0,34.4
2026,Elle Blatchford,North Florida,G,Jr,,20.5,"5'10""","5'11""",0.52,58.43,98.1,50.23,N/A,N/A,N/A,,17.72,47.41,28.0,24.2,61.5
2026,Justine Pissott,Vanderbilt,F,Sr,,21.5,"6'4""","5'11""",-4.5,1.21,66.79,12.81,N/A,N/A,N/A,,17.31,44.29,34.0,29.5,73.6
2026,Christeen Iwuala,Mississippi,F,Sr,,21.5,"6'3""","6'2""",-0.64,36.83,132.51,86.99,N/A,N/A,N/A,,19.63,61.14,35.0,27.3,66.2
2026,Jayda Bowen,Alcorn St.,G,Sr,,21.5,"5'7""",N/A,,,58.01,6.3,N/A,N/A,N/A,,15.67,32.52,25.0,8.0,17.7
2026,Grace Pack,Western Carolina,F,Jr,,20.5,"6'2""","6'0""",-2.25,12.49,64.57,10.92,N/A,N/A,N/A,,16.15,36.25,23.0,25.7,57.7
2026,Meghan Schultz,Green Bay,F,So,,19.5,"6'4""","6'1""",-2.85,6.92,116.12,73.38,N/A,N/A,N/A,,27.05,92.37,33.0,20.7,51.3
2026,Laney Scoggins,Georgia Southern,F,Jr,,20.5,"5'11""",N/A,,,89.63,39.03,N/A,N/A,N/A,,8.33,1.71,5.0,13.5,5.2
2026,Kayla Smith,Indiana St.,F,Sr,,21.5,"5'11""","5'10""",-0.94,30.66,69.7,15.22,N/A,N/A,N/A,,15.08,28.14,31.0,23.1,58.8
2026,Shannon Fornshell,Drake,F,Jr,,20.5,"6'1""",N/A,,,122.63,79.82,N/A,N/A,N/A,,15.31,29.74,23.0,7.2,13.0
2026,Jana El Alfy,Connecticut,F,So,,19.5,"6'4""","6'3""",-0.65,36.61,169.71,97.83,N/A,N/A,N/A,,18.51,52.67,35.0,11.4,25.7
2026,Abbey Schreacke,Missouri,F,Jr,,20.5,"6'0""","5'10""",-1.66,19.99,73.16,18.78,N/A,N/A,N/A,,14.5,24.73,34.0,26.0,64.9
2026,Alyssa Hargrove,New Mexico,G,Sr,,21.5,"5'8""","5'11""",3.02,95.92,106.18,61.29,N/A,N/A,N/A,,20.52,66.57,32.0,25.4,63.4
2026,Mary Ferrito,UNC Wilmington,G,Sr,,21.5,"5'10""","5'9""",-0.67,36.22,73.6,19.1,N/A,N/A,N/A,,15.85,34.09,30.0,29.7,74.0
2026,Ronnie Porter,Wisconsin,G,Sr,,21.5,"5'4""",N/A,,,137.95,90.01,N/A,N/A,N/A,,21.34,70.75,34.0,30.7,75.4
2026,Emily Howard,Boise St.,F,Jr,,20.5,"6'5""",N/A,,,54.08,4.48,N/A,N/A,N/A,,20.61,67.14,27.0,7.0,14.4
2026,Jacei Denley,Lamar,G,Jr,,20.5,"5'7""",N/A,,,116.77,73.97,N/A,N/A,N/A,,23.77,82.96,27.0,28.2,62.3
2026,Carla Viegas,Pittsburgh,G,Jr,,20.5,"5'9""","5'9""",0.15,51.6,84.6,32.13,N/A,N/A,N/A,,17.48,45.44,28.0,23.7,55.0
2026,Destiny Brown,UNLV,F,Sr,,21.5,"6'4""","6'3""",-1.46,22.76,103.88,58.02,N/A,N/A,N/A,,13.47,17.95,28.0,10.4,22.8
2026,Amiyah Reynolds,UT Arlington,F,So,,19.5,"6'0""","5'11""",-0.76,34.39,99.68,52.57,N/A,N/A,N/A,,13.56,18.51,33.0,17.5,43.3
2026,Kaia Goode,Binghamton,G,Jr,,20.5,"5'4""",N/A,,,96.0,47.43,N/A,N/A,N/A,,17.49,45.49,30.0,22.7,54.3
2026,Monica Marsh,Grambling St.,G,Jr,,20.5,"5'5""",N/A,,,100.56,53.75,N/A,N/A,N/A,,25.97,89.59,26.0,23.9,54.1
2026,Michelina Lombardi,Le Moyne,G,Sr,,21.5,"5'6""",N/A,,,64.76,11.14,N/A,N/A,N/A,,9.55,3.45,31.0,9.4,22.1
2026,Maliyah Johnson,Dayton,F,Sr,,21.5,"6'1""","5'10""",-2.81,7.34,64.49,10.87,N/A,N/A,N/A,,15.39,30.33,23.0,13.0,24.1
2026,Emily La Chapell,Belmont,G,Sr,,21.5,"5'11""",N/A,,,72.77,18.24,N/A,N/A,N/A,,21.18,70.04,7.0,17.9,9.7
2026,Kennedy Fauntleroy,East Carolina,G,Sr,,21.5,"5'7""",N/A,,,119.61,77.09,N/A,N/A,N/A,,30.88,97.65,32.0,32.3,79.8
2026,Morgan Lee,Clemson,F,Sr,,21.5,"6'5""",N/A,,,59.89,7.65,N/A,N/A,N/A,,17.72,47.46,21.0,6.2,9.7
2026,Victoria Rivera,Georgetown,F,Sr,,21.5,"6'0""","5'10""",-2.0,15.7,62.46,9.3,N/A,N/A,N/A,,18.72,54.16,9.0,20.4,14.7
2026,Makayla Rose,UC San Diego,G,Sr,,21.5,"5'7""",N/A,,,179.48,98.59,N/A,N/A,N/A,,20.94,68.81,32.0,36.1,89.7
2026,Amira Mabry,Tulane,F,Sr,,21.5,"6'0""","6'0""",-0.09,46.69,76.65,22.37,N/A,N/A,N/A,,16.52,38.78,31.0,29.6,73.2
2026,Corynne Hauser,Kent St.,G,Jr,,20.5,"5'7""",N/A,,,73.33,19.03,N/A,N/A,N/A,,26.13,89.89,16.0,19.4,25.9
2026,Dionna Gray,Kent St.,G,Sr,,21.5,"5'4""",N/A,,,113.49,70.92,N/A,N/A,N/A,,20.97,68.98,29.0,31.1,79.1
2026,Carys Roy,Saint Peter's,F,Jr,,20.5,"6'3""","6'1""",-1.89,17.16,121.92,79.2,N/A,N/A,N/A,,23.42,81.46,29.0,22.8,57.5
2026,Tatiana Thomas,Kent St.,,Sr,,21.5,"5'10""","6'2""",3.68,98.28,151.24,94.68,N/A,N/A,N/A,,23.03,79.62,26.0,19.5,43.8
2026,Reilly Sunday,Saint Peter's,G,Sr,,21.5,"5'9""","5'9""",0.42,56.4,82.2,28.96,N/A,N/A,N/A,,17.32,44.36,28.0,12.2,29.8
2026,Leah Middleton,Binghamton,F,So,,19.5,"5'11""","5'10""",-1.17,27.12,79.5,25.66,N/A,N/A,N/A,,17.61,46.47,31.0,21.7,53.4
2026,Kennedy Lee,San Diego St.,F,Jr,,20.5,"6'0""","6'0""",0.08,50.0,86.08,34.12,N/A,N/A,N/A,,19.14,57.31,32.0,23.9,59.9
2026,Tanyuel Welch,Arizona,F,Jr,,20.5,"5'10""","6'0""",1.68,80.66,103.26,57.21,N/A,N/A,N/A,,17.87,48.44,28.0,25.5,59.4
2026,Miya Giles-Jones,Florida A&M,F,So,,19.5,"6'0""","5'11""",-0.62,37.23,101.42,54.78,N/A,N/A,N/A,,15.93,34.63,28.0,27.2,64.0
2026,Violet McNece,Morehead St.,F,So,,19.5,"6'0""","5'11""",-0.73,35.01,67.27,13.23,N/A,N/A,N/A,,18.92,55.66,30.0,24.1,57.5
2026,Saran Moschella,Navy,F,Jr,,20.5,"5'10""","5'10""",0.36,55.41,81.45,28.24,N/A,N/A,N/A,,17.74,47.53,25.0,9.7,19.9
2026,Saige Stahl,Purdue,F,So,,19.5,"6'1""","6'1""",-0.09,46.69,134.76,88.24,N/A,N/A,N/A,,9.04,2.76,24.0,10.3,20.4
2026,Denae Fritz,Texas Tech,G,Sr,,21.5,"5'11""","6'0""",0.84,65.23,106.66,62.0,N/A,N/A,N/A,,12.51,13.7,34.0,30.4,76.1
2026,Deja Jones,Texas St.,F,Sr,,21.5,"5'9""","5'11""",2.24,88.24,77.77,23.65,N/A,N/A,N/A,,20.04,64.07,28.0,22.6,58.2
2026,Kyah Smith,William & Mary,G,Jr,,20.5,"5'9""","5'9""",0.38,55.74,58.43,6.7,N/A,N/A,N/A,,16.81,40.95,22.0,21.4,39.1
2026,Lily Fandre,Lehigh,G,Sr,,21.5,"6'1""","5'11""",-2.24,12.63,90.49,40.01,N/A,N/A,N/A,,27.57,93.26,31.0,31.4,75.6
2026,Katie Hurt,Lehigh,F,Sr,,21.5,"5'11""","5'10""",-1.0,29.77,75.81,21.44,N/A,N/A,N/A,,11.33,8.71,31.0,17.6,42.3
2026,Sydney Lusher,New Hampshire,G,Sr,,21.5,"5'11""","5'10""",-1.34,24.91,107.58,63.11,N/A,N/A,N/A,,13.19,16.77,15.0,9.9,12.7
2026,Mikaylah Williams,LSU,F,Jr,,20.5,"6'0""","6'0""",-0.33,42.05,130.26,85.52,N/A,N/A,N/A,,22.2,75.54,35.0,28.5,71.3
2026,Jadyn Donovan,Duke,F,Jr,,20.5,"6'0""","6'0""",0.48,57.55,122.07,79.5,N/A,N/A,N/A,,10.75,6.82,11.0,21.2,18.2
2026,Ariana Wilkes,Western Michigan,F,Sr,,21.5,"6'3""","6'1""",-2.11,14.12,126.96,83.43,N/A,N/A,N/A,,18.17,50.33,27.0,20.3,47.7
2026,Isabel Tillett,Saint Louis,G,Sr,,21.5,"5'9""","5'10""",1.05,69.03,160.97,96.74,N/A,N/A,N/A,,12.06,11.58,32.0,14.2,34.1
2026,Savannah Scott,UCF,F,Jr,,20.5,"6'4""","6'1""",-2.74,7.81,106.16,61.24,N/A,N/A,N/A,,17.46,45.34,30.0,13.6,33.7
2026,Timya Thurman,Southern Miss,F,Jr,,20.5,"6'5""","6'1""",-3.97,2.31,71.93,17.6,N/A,N/A,N/A,,10.23,5.27,23.0,8.8,16.9
2026,Emily Bowman,Samford,F,Sr,,21.5,"6'5""","6'4""",-1.39,24.12,98.73,51.12,N/A,N/A,N/A,,21.25,70.36,26.0,17.1,35.4
2026,Yakiya Milton,USC,F,Jr,,20.5,"6'4""",N/A,,,148.52,93.82,N/A,N/A,N/A,,19.61,60.95,16.0,7.1,8.8
2026,Lexi Alexander,McNeese St.,F,Sr,,21.5,"6'0""","6'2""",1.9,83.81,118.68,76.08,N/A,N/A,N/A,,21.67,72.62,32.0,23.8,58.9
2026,D'Shantae Edwards,Southern,G,Sr,,21.5,"5'7""",N/A,,,130.11,85.42,N/A,N/A,N/A,,17.83,48.0,31.0,17.6,42.7
2026,Nya Epps,UC Davis,F,Sr,,21.5,"5'10""","5'11""",0.65,60.98,66.2,12.3,N/A,N/A,N/A,,23.12,79.96,32.0,32.7,81.3
2026,Brooke Q. Daniels,Michigan,G,Sr,,21.5,"5'6""",N/A,,,199.29,99.42,N/A,N/A,N/A,,17.42,45.05,35.0,25.6,63.0
2026,Hadley Periman,Clemson,,Jr,,20.5,"6'2""","6'2""",-0.37,41.52,118.47,75.86,N/A,N/A,N/A,,12.21,12.15,32.0,22.3,53.3
2026,Caroline Lyles,Tarleton St.,F,Jr,,20.5,"6'0""","5'11""",-0.71,35.41,121.03,78.24,N/A,N/A,N/A,,16.68,40.06,24.0,17.3,36.1
2026,Aaliyah Parker,St. Bonaventure,F,Sr,,21.5,"5'9""","6'1""",3.52,97.85,129.02,84.73,N/A,N/A,N/A,,33.42,99.0,31.0,24.3,59.5
2026,Veronaye Charlton,Austin Peay,G,Jr,,20.5,"5'4""",N/A,,,174.89,98.24,N/A,N/A,N/A,,24.29,84.88,8.0,27.8,19.5
2026,Maria Kealy,Quinnipiac,G,Jr,,20.5,"5'9""","5'10""",1.2,71.63,98.86,51.29,N/A,N/A,N/A,,17.54,45.91,34.0,12.8,31.8
2026,Paige Girardi,Quinnipiac,G,Jr,,20.5,"5'9""","5'10""",1.14,70.35,175.89,98.34,N/A,N/A,N/A,,15.07,28.07,28.0,28.2,61.4
2026,Carleigh Wenzel,Virginia Tech,G,Jr,,20.5,"6'0""","5'11""",-1.23,26.46,92.82,43.6,N/A,N/A,N/A,,29.66,96.74,33.0,30.9,76.7
2026,Vera Söderblom,USC Upstate,F,Jr,,20.5,"6'3""","6'2""",-1.0,29.77,121.91,79.18,N/A,N/A,N/A,,14.79,26.4,29.0,19.5,50.1
2026,Ashton Judd,Texas,F,Sr,,21.5,"6'0""","6'0""",0.36,55.41,90.7,40.28,N/A,N/A,N/A,,16.37,37.75,26.0,13.1,21.8
2026,Adrianna Smith,Maine,,Sr,,21.5,"5'10""","6'2""",4.33,99.46,139.06,90.68,N/A,N/A,N/A,,47.89,99.99,32.0,34.9,87.4
2026,Kassidy Thompson,New Hampshire,F,Jr,,20.5,"5'10""",N/A,,,143.0,91.95,N/A,N/A,N/A,,11.25,8.44,15.0,6.5,6.8
2026,Lexie Tarul,Marist,F,Sr,,21.5,"5'10""","5'11""",0.84,65.23,107.95,63.57,N/A,N/A,N/A,,21.03,69.35,31.0,33.5,81.7
2026,Ruby Willard,Elon,F,Sr,,21.5,"5'10""","5'10""",0.49,57.76,79.85,26.2,N/A,N/A,N/A,,8.47,1.86,30.0,17.5,42.0
2026,Amanda Muse,UCLA,F,Jr,,20.5,"6'4""","6'1""",-3.29,4.27,138.68,90.41,N/A,N/A,N/A,,9.76,3.99,34.0,9.2,20.6
2026,Grace Sullivan,Northwestern,F,Sr,,21.5,"6'4""","6'0""",-3.92,2.39,68.04,13.87,N/A,N/A,N/A,,27.73,93.57,28.0,33.8,81.5
2026,Miyah Verse,Georgia,F,So,,19.5,"6'1""","6'2""",0.92,66.76,140.18,91.24,N/A,N/A,N/A,,14.11,22.05,32.0,12.4,30.8
2026,Karley Johnson,Grand Canyon,F,Sr,,21.5,"5'9""","5'11""",2.42,90.56,118.09,75.42,N/A,N/A,N/A,,14.75,26.08,31.0,19.7,47.7
2026,D'Asia Thomas-Harris,Georgia Tech,F,Jr,,20.5,"6'2""","6'1""",-1.1,28.44,83.12,30.23,N/A,N/A,N/A,,21.41,71.14,29.0,13.5,30.3
2026,Keshunti Nichols,Louisiana Monroe,F,--,,,"6'0""","6'0""",0.13,51.02,111.41,68.69,N/A,N/A,N/A,,15.52,31.36,31.0,21.5,52.0
2026,Alaina Nettles,Charleston Southern,F,Jr,,20.5,"5'7""",N/A,,,123.55,80.8,N/A,N/A,N/A,,17.81,47.9,12.0,30.3,31.9
2026,Layla Gold,Oakland,F,Jr,,20.5,"5'11""","6'0""",0.63,60.34,89.05,38.27,N/A,N/A,N/A,,19.58,60.8,30.0,31.6,79.2
2026,Saniya Jackson,Butler,F,So,,19.5,"6'0""","6'0""",0.17,51.87,130.63,85.88,N/A,N/A,N/A,,17.59,46.2,31.0,30.2,75.3
2026,Jada Mills,Saint Peter's,G,Jr,,20.5,"5'9""",N/A,,,67.24,13.21,N/A,N/A,N/A,,24.48,85.59,26.0,7.0,15.0
2026,Ashanti Barnes,James Madison,F,Sr,,21.5,"6'2""","6'3""",0.77,63.88,130.12,85.44,N/A,N/A,N/A,,27.97,93.92,35.0,28.9,71.8
2026,Ann Zachariah,VCU,F,Jr,,20.5,"6'2""","5'11""",-3.18,4.94,74.4,19.96,N/A,N/A,N/A,,18.66,53.72,30.0,15.9,38.6
2026,Sonia Sato,Saint Francis,F,Sr,,21.5,"6'0""","5'11""",-1.11,28.16,63.23,9.89,N/A,N/A,N/A,,21.18,70.01,27.0,27.5,63.3
2026,Lizzy Gruber,Maine,F,Jr,,20.5,"6'4""","6'2""",-1.9,17.04,99.12,51.78,N/A,N/A,N/A,,25.75,89.08,32.0,12.0,30.1
2026,Mary McMorris,Idaho,G,Sr,,21.5,"5'6""",N/A,,,94.58,45.98,N/A,N/A,N/A,,23.88,83.5,15.0,18.4,21.1
2026,Kyla Oldacre,Texas,F,Sr,,21.5,"6'6""","6'5""",-0.87,32.1,171.52,97.95,N/A,N/A,N/A,,19.45,59.79,39.0,21.2,53.1
2026,Zennia Thomas,Howard,F,Sr,,21.5,"6'2""","6'2""",0.21,52.46,134.52,88.17,N/A,N/A,N/A,,26.78,91.76,34.0,30.8,77.0
2026,Paula Tirado,San Francisco,G,Jr,,20.5,"5'7""",N/A,,,79.36,25.49,N/A,N/A,N/A,,15.73,33.06,18.0,18.3,25.7
2026,Haleigh Timmer,Oklahoma St.,G,Sr,,21.5,"5'11""","5'11""",0.18,52.05,124.47,81.61,N/A,N/A,N/A,,16.28,37.09,33.0,30.2,76.3
2026,Sumayah Sugapong,Arizona,G,Jr,,20.5,"5'7""",N/A,,,91.81,41.9,N/A,N/A,N/A,,22.89,79.03,29.0,28.5,68.6
2026,Aby Shubert,Montana,F,Jr,,20.5,"5'8""","5'9""",1.42,75.73,45.82,2.08,N/A,N/A,N/A,,14.04,21.49,30.0,27.6,69.4
2026,Laurel Rockwood,Cleveland St.,F,Sr,,21.5,"6'4""","6'2""",-1.78,18.25,109.88,66.35,N/A,N/A,N/A,,14.56,25.2,31.0,9.5,20.6
2026,Damilola Sule,UC San Diego,F,Sr,,21.5,"6'0""",N/A,,,92.19,42.71,N/A,N/A,N/A,,20.91,68.61,25.0,4.3,8.0
2026,Oluchi Okananwa,Maryland,F,Jr,,20.5,"5'10""","6'1""",3.02,95.92,165.03,97.21,N/A,N/A,N/A,,29.36,96.23,33.0,26.9,65.9
2026,Nevaeh Wingate,Northern Illinois,G,Jr,,20.5,"6'0""","6'0""",-0.06,47.19,124.52,81.66,N/A,N/A,N/A,,29.45,96.38,29.0,30.7,73.9
2026,Klea Kaci,Wagner,G,Jr,,20.5,"5'11""","5'9""",-1.67,19.88,62.75,9.52,N/A,N/A,N/A,,20.81,67.92,24.0,20.4,43.3
2026,JaKayla Thompson,Liberty,G,Jr,,20.5,"5'8""","5'11""",2.9,95.39,114.76,72.27,N/A,N/A,N/A,,20.99,69.08,29.0,24.0,61.1
2026,Nene Ndiaye,Rutgers,F,Jr,,20.5,"6'1""","6'0""",-1.39,24.12,116.19,73.5,N/A,N/A,N/A,,24.0,83.75,26.0,31.5,70.6
2026,Sarai Estupiñan,Nebraska Omaha,G,Sr,,21.5,"5'5""",N/A,,,55.07,4.98,N/A,N/A,N/A,,31.92,98.29,31.0,29.3,72.7
